date,underlying_price,option_type,strike,expiration,bid,ask,last,volume,open_interest,implied_volatility,contract_symbol,risk_free,ttm,delta,gamma,vega,theta
2025-01-06,460.54,call,460.54,2025-02-20,16.8844,21.9898,19.1331,4635,8577,0.2813,SPY250220C00460540,0.04534,0.1232876712328767,0.5422007591384559,0.008721159347980635,64.15024457556117,-83.62633963581455
2025-01-06,460.54,put,460.54,2025-02-20,14.6407,19.7461,16.0663,411,1811,0.2813,SPY250220P00460540,0.04534,0.1232876712328767,-0.4577992408615441,0.008721159347980635,64.15024457556117,-62.86185169377159
2025-01-06,460.54,call,483.57,2025-02-20,6.6333,11.7387,8.147,4209,8050,0.2687,SPY250220C00483570,0.04534,0.1232876712328767,0.3406168036763032,0.008438663824695854,59.29194745056855,-71.29977302531188
2025-01-06,460.54,put,483.57,2025-02-20,27.0908,32.1962,31.1892,1501,4686,0.2687,SPY250220P00483570,0.04534,0.1232876712328767,-0.6593831963236968,0.008438663824695854,59.29194745056855,-49.496925424378816
2025-01-06,460.54,call,506.59,2025-02-20,1.3052,6.4106,4.1366,389,3237,0.2609,SPY250220C00506590,0.04534,0.1232876712328767,0.1752802831807027,0.006116188244332665,41.726243234311504,-47.63707311503944
2025-01-06,460.54,put,506.59,2025-02-20,44.2029,49.3083,46.1146,4382,5818,0.2609,SPY250220P00506590,0.04534,0.1232876712328767,-0.8247197168192972,0.006116188244332665,41.726243234311504,-24.796316727842814
2025-01-06,460.54,call,414.49,2025-03-07,47.9332,53.0386,49.654,3931,5916,0.1886,SPY250307C00414490,0.04534,0.1643835616438356,0.9349163708639696,0.0036040780949432656,23.6989432231904,-30.84275980808352
2025-01-06,460.54,put,414.49,2025-03-07,0.01,5.1154,0.5753,1964,5004,0.1886,SPY250307P00414490,0.04534,0.1643835616438356,-0.06508362913603039,0.0036040780949432656,23.6989432231904,-12.18932941905703
2025-01-06,460.54,call,437.51,2025-03-07,27.8581,32.9635,30.676,2973,4240,0.1815,SPY250307C00437510,0.04534,0.1643835616438356,0.798198796300239,0.008305430047569538,52.55715562194738,-44.310662571173566
2025-01-06,460.54,put,437.51,2025-03-07,1.4902,6.5956,4.6741,1170,1574,0.1815,SPY250307P00437510,0.04534,0.1643835616438356,-0.20180120369976096,0.008305430047569538,52.55715562194738,-24.621255517920225
2025-01-06,460.54,call,460.54,2025-03-07,12.7199,17.8253,15.7832,4747,5145,0.1855,SPY250307C00460540,0.04534,0.1643835616438356,0.5543673078160506,0.011410682056924618,73.79868403828542,-52.51042139439224
2025-01-06,460.54,put,460.54,2025-03-07,9.3749,14.4803,11.0313,3756,5806,0.1855,SPY250307P00460540,0.04534,0.1643835616438356,-0.4456326921839494,0.011410682056924618,73.79868403828542,-31.784587643608724
2025-01-06,460.54,call,483.57,2025-03-07,3.533,8.6384,6.1526,699,4502,0.18,SPY250307C00483570,0.04534,0.1643835616438356,0.29805123362425257,0.010314334443521849,64.73017984223408,-41.3864542783942
2025-01-06,460.54,put,483.57,2025-03-07,23.1279,28.2333,25.3395,662,3668,0.18,SPY250307P00483570,0.04534,0.1643835616438356,-0.7019487663757474,0.010314334443521849,64.73017984223408,-19.624193830080515
2025-01-06,460.54,call,506.59,2025-03-07,0.5251,5.6305,3.2445,3184,5054,0.2061,SPY250307C00506590,0.04534,0.1643835616438356,0.1563607522952914,0.0062277423190916364,44.750895028719114,-31.18117557684998
2025-01-06,460.54,put,506.59,2025-03-07,42.7289,47.8343,44.2131,3827,6161,0.2061,SPY250307P00506590,0.04534,0.1643835616438356,-0.8436392477047086,0.0062277423190916364,44.750895028719114,-8.382938464309436
2025-01-07,464.1,call,417.69,2025-02-06,47.0499,52.1909,51.3402,1405,3881,0.2223,SPY250206C00417690,0.04512,0.0821917808219178,0.9593550805329412,0.002951556631837017,11.615612362989697,-33.61091339840988
2025-01-07,464.1,put,417.69,2025-02-06,0.01,5.151,0.1877,473,3383,0.2223,SPY250206P00417690,0.04512,0.0821917808219178,-0.04064491946705884,0.002951556631837017,11.615612362989697,-14.8345020662405
2025-01-07,464.1,call,440.89,2025-02-06,25.1188,30.2598,27.8192,3919,7585,0.2083,SPY250206C00440890,0.04512,0.0821917808219178,0.8292175719119135,0.009157452920427933,33.76878940239814,-58.916036138983586
2025-01-07,464.1,put,440.89,2025-02-06,0.029,5.17,2.8024,2766,4582,0.2083,SPY250206P00440890,0.04512,0.0821917808219178,-0.17078242808808652,0.009157452920427933,33.76878940239814,-39.09671560882927
2025-01-07,464.1,call,464.1,2025-02-06,10.7404,15.8814,13.9579,2508,3385,0.2332,SPY250206C00464100,0.04512,0.0821917808219178,0.5354184115507994,0.012806772154671933,52.87127166765512,-85.61972366345941
2025-01-07,464.1,put,464.1,2025-02-06,8.9246,14.0656,11.5383,4593,7485,0.2332,SPY250206P00464100,0.04512,0.0821917808219178,-0.4645815884492006,0.012806772154671933,52.87127166765512,-64.75704440549343
2025-01-07,464.1,call,487.31,2025-02-06,0.811,5.952,5.3701,684,2989,0.2012,SPY250206C00487310,0.04512,0.0821917808219178,0.22575840713809225,0.01122453321121533,39.980460563443785,-53.50886454313149
2025-01-07,464.1,put,487.31,2025-02-06,22.3143,27.4553,23.5825,3056,4726,0.2012,SPY250206P00487310,0.04512,0.0821917808219178,-0.7742415928619077,0.01122453321121533,39.980460563443785,-31.60282655735386
2025-01-07,464.1,call,510.51,2025-02-06,0.01,5.151,0.01,4108,6159,0.2131,SPY250206C00510510,0.04512,0.0821917808219178,0.07094179427333992,0.004784373077753978,18.049285505313684,-24.844582578296205
2025-01-07,464.1,put,510.51,2025-02-06,43.4998,48.6408,47.0951,1290,2690,0.2131,SPY250206P00510510,0.04512,0.0821917808219178,-0.9290582057266601,0.004784373077753978,18.049285505313684,-1.8956353945336382
2025-01-07,464.1,call,417.69,2025-02-21,48.1418,53.2828,50.7103,1547,4383,0.261,SPY250221C00417690,0.04512,0.1232876712328767,0.8954788289320472,0.004261179012638067,29.53337452104971,-47.71437804123205
2025-01-07,464.1,put,417.69,2025-02-21,0.01,5.151,3.3779,885,1304,0.261,SPY250221P00417690,0.04512,0.1232876712328767,-0.10452117106795278,0.004261179012638067,29.53337452104971,-28.972750546600526
2025-01-07,464.1,call,440.89,2025-02-21,31.2469,36.3879,34.5228,613,3313,0.2834,SPY250221C00440890,0.04512,0.1232876712328767,0.7327782975775665,0.007122523601310417,53.6014488763244,-75.43596295382864
2025-01-07,464.1,put,440.89,2025-02-21,5.3769,10.5179,7.1225,3154,6795,0.2834,SPY250221P00440890,0.04512,0.1232876712328767,-0.2672217024224335,0.007122523601310417,53.6014488763244,-55.65335828024753
2025-01-07,464.1,call,464.1,2025-02-21,16.7643,21.9053,19.2962,1692,3720,0.275,SPY250221C00464100,0.04512,0.1232876712328767,0.5421648898572873,0.008852607476229785,64.64674876045255,-82.58860878204722
2025-01-07,464.1,put,464.1,2025-02-21,14.026,19.167,16.1269,857,1967,0.275,SPY250221P00464100,0.04512,0.1232876712328767,-0.4578351101427127,0.008852607476229785,64.64674876045255,-61.76457823245663
2025-01-07,464.1,call,487.31,2025-02-21,7.5075,12.6485,9.72,985,2660,0.2825,SPY250221C00487310,0.04512,0.1232876712328767,0.34963684655888116,0.008042955327105368,60.33605276006125,-75.9850689204269
2025-01-07,464.1,put,487.31,2025-02-21,28.0575,33.1985,29.5096,2299,4401,0.2825,SPY250221P00487310,0.04512,0.1232876712328767,-0.6503631534411188,0.008042955327105368,60.33605276006125,-54.11961249482684
2025-01-07,464.1,call,510.51,2025-02-21,2.3741,7.5151,3.536,1631,2085,0.285,SPY250221C00510510,0.04512,0.1232876712328767,0.1985505454693176,0.0060017838261990746,45.422182198065904,-56.43694162046378
2025-01-07,464.1,put,510.51,2025-02-21,46.2474,51.3884,48.2322,3582,5665,0.285,SPY250221P00510510,0.04512,0.1232876712328767,-0.8014494545306824,0.0060017838261990746,45.422182198065904,-33.53050801591412
2025-01-07,464.1,call,417.69,2025-03-08,47.895,53.036,50.9784,3516,3999,0.1856,SPY250308C00417690,0.04512,0.1643835616438356,0.9377709146773388,0.00350960691089001,23.063115355557052,-30.37996133041195
2025-01-07,464.1,put,417.69,2025-03-08,0.01,5.151,0.7177,3624,3871,0.1856,SPY250308P00417690,0.04512,0.1643835616438356,-0.06222908532266125,0.00350960691089001,23.063115355557052,-11.673053235267112
2025-01-07,464.1,call,440.89,2025-03-08,28.8382,33.9792,31.0858,4714,6021,0.1925,SPY250308C00440890,0.04512,0.1643835616438356,0.7856462522034107,0.008052567747361683,54.88411225078491,-47.18591795935734
2025-01-07,464.1,put,440.89,2025-03-08,2.0629,7.2039,4.3318,1245,2357,0.1925,SPY250308P00440890,0.04512,0.1643835616438356,-0.21435374779658933,0.008052567747361683,54.88411225078491,-27.439961125177916
2025-01-07,464.1,call,464.1,2025-03-08,14.1686,19.3096,17.3444,3019,5459,0.2008,SPY250308C00464100,0.04512,0.1643835616438356,0.5524326395149358,0.010467257716323383,74.4180264399827,-56.262501465376694
2025-01-07,464.1,put,464.1,2025-03-08,11.0057,16.1467,14.3111,1137,3756,0.2008,SPY250308P00464100,0.04512,0.1643835616438356,-0.4475673604850642,0.010467257716323383,74.4180264399827,-35.47704802632688
2025-01-07,464.1,call,487.31,2025-03-08,3.848,8.989,6.171,4146,4610,0.1832,SPY250308C00487310,0.04512,0.1643835616438356,0.3015278901501236,0.01010938405058341,65.57400169798808,-42.56719060633366
2025-01-07,464.1,put,487.31,2025-03-08,23.412,28.553,25.7148,570,2033,0.1832,SPY250308P00487310,0.04512,0.1643835616438356,-0.6984721098498764,0.01010938405058341,65.57400169798808,-20.742240562413457
2025-01-07,464.1,call,510.51,2025-03-08,0.01,5.151,3.7245,784,1403,0.1838,SPY250308C00510510,0.04512,0.1643835616438356,0.1266869891620837,0.006008037859980014,39.098463483723705,-24.41581407049921
2025-01-07,464.1,put,510.51,2025-03-08,41.7817,46.9227,43.5268,615,1863,0.1838,SPY250308P00510510,0.04512,0.1643835616438356,-0.8733130108379163,0.006008037859980014,39.098463483723705,-1.551815287544411
2025-01-08,463.42,call,417.08,2025-02-07,45.7123,50.8465,47.7191,4151,6782,0.2215,SPY250207C00417080,0.04556,0.0821917808219178,0.9599245382339201,0.0029327668584726565,11.466455937361397,-33.51337640662992
2025-01-08,463.42,put,417.08,2025-02-07,0.01,5.1442,0.01,534,4229,0.2215,SPY250207P00417080,0.04556,0.0821917808219178,-0.0400754617660799,0.0029327668584726565,11.466455937361397,-14.582235143809719
2025-01-08,463.42,call,440.25,2025-02-07,25.5849,30.7191,28.7581,1612,3355,0.2343,SPY250207C00440250,0.04556,0.0821917808219178,0.8031464942285138,0.008908044732394673,36.84110211719937,-68.17689057645367
2025-01-08,463.42,put,440.25,2025-02-07,0.9488,6.083,2.4849,549,934,0.2343,SPY250207P00440250,0.04556,0.0821917808219178,-0.1968535057714862,0.008908044732394673,36.84110211719937,-48.19406967649062
2025-01-08,463.42,call,463.42,2025-02-07,9.0216,14.1558,12.6085,3389,5264,0.203,SPY250207C00463420,0.04556,0.0821917808219178,0.5372238785275232,0.01472750061576006,52.77193556589066,-75.98188314299966
2025-01-08,463.42,put,463.42,2025-02-07,7.3184,12.4526,9.7998,927,3843,0.203,SPY250207P00463420,0.04556,0.0821917808219178,-0.4627761214724768,0.01472750061576006,52.77193556589066,-54.94738260589375
2025-01-08,463.42,call,486.59,2025-02-07,1.3935,6.5277,3.3779,377,2725,0.2138,SPY250207C00486590,0.04556,0.0821917808219178,0.24064743781630493,0.010960340157736136,41.362775203656135,-58.69985301593991
2025-01-08,463.42,put,486.59,2025-02-07,22.9498,28.084,25.3817,4772,6120,0.2138,SPY250207P00486590,0.04556,0.0821917808219178,-0.7593525621836951,0.010960340157736136,41.362775203656135,-36.61367284169113
2025-01-08,463.42,call,509.76,2025-02-07,0.01,5.1442,0.5006,421,4115,0.2312,SPY250207C00509760,0.04556,0.0821917808219178,0.08879177224815582,0.005233809321200078,21.359135068161855,-31.859669237993234
2025-01-08,463.42,put,509.76,2025-02-07,42.7329,47.8671,45.6133,795,4013,0.2312,SPY250207P00509760,0.04556,0.0821917808219178,-0.9112082277518442,0.005233809321200078,21.359135068161855,-8.721809426601595
2025-01-08,463.42,call,417.08,2025-02-22,48.6601,53.7943,52.7968,1943,5035,0.262,SPY250222C00417080,0.04556,0.1232876712328767,0.8947690663008696,0.004272025205831975,29.634956415129555,-48.061042726581825
2025-01-08,463.42,put,417.08,2025-02-22,0.01,5.1442,0.6197,484,3316,0.262,SPY250222P00417080,0.04556,0.1232876712328767,-0.10523093369913039,0.004272025205831975,29.634956415129555,-29.165313622195896
2025-01-08,463.42,call,440.25,2025-02-22,29.9031,35.0373,31.9221,4612,7285,0.2628,SPY250222C00440250,0.04556,0.1232876712328767,0.7462892065499633,0.007489275938695479,52.11159766587748,-69.81865864400908
2025-01-08,463.42,put,440.25,2025-02-22,4.1403,9.2745,7.304,2269,5928,0.2628,SPY250222P00440250,0.04556,0.1232876712328767,-0.25371079345003666,0.007489275938695479,52.11159766587748,-49.87321715027668
2025-01-08,463.42,call,463.42,2025-02-22,16.8733,22.0075,19.3781,581,4289,0.2819,SPY250222C00463420,0.04556,0.1232876712328767,0.5423034672463027,0.008648275793013463,64.5496366159961,-84.35544823424098
2025-01-08,463.42,put,463.42,2025-02-22,14.3859,19.5201,15.9463,3355,6880,0.2819,SPY250222P00463420,0.04556,0.1232876712328767,-0.45769653275369726,0.008648275793013463,64.5496366159961,-63.36029435116213
2025-01-08,463.42,call,486.59,2025-02-22,6.7194,11.8536,9.2698,3733,4234,0.2666,SPY250222C00486590,0.04556,0.1232876712328767,0.3392985267528364,0.008439740626736119,59.574230316158314,-71.15211731420234
2025-01-08,463.42,put,486.59,2025-02-22,27.0835,32.2177,29.0098,1145,3462,0.2666,SPY250222P00486590,0.04556,0.1232876712328767,-0.6607014732471637,0.008439740626736119,59.574230316158314,-49.107251041777026
2025-01-08,463.42,call,509.76,2025-02-22,2.4614,7.5956,5.8075,1478,4531,0.287,SPY250222C00509760,0.04556,0.1232876712328767,0.20055744820557792,0.006004941657760771,45.630989249393856,-57.11896458633877
2025-01-08,463.42,put,509.76,2025-02-22,46.2469,51.3811,47.8379,2070,5054,0.287,SPY250222P00509760,0.04556,0.1232876712328767,-0.7994425517944221,0.006004941657760771,45.630989249393856,-34.02438592456699
2025-01-08,463.42,call,417.08,2025-03-09,47.4146,52.5488,50.7855,2544,3003,0.1789,SPY250309C00417080,0.04556,0.1643835616438356,0.9443107912098755,0.0033421393085220417,21.10779271577147,-29.133194481644587
2025-01-08,463.42,put,417.08,2025-03-09,0.01,5.1442,1.9145,1978,5130,0.1789,SPY250309P00417080,0.04556,0.1643835616438356,-0.05568920879012451,0.0033421393085220417,21.10779271577147,-10.27281129452196
2025-01-08,463.42,call,440.25,2025-03-09,28.01,33.1442,31.7967,460,4458,0.1866,SPY250309C00440250,0.04556,0.1643835616438356,0.7923993043287125,0.008164688757911888,53.78475627351274,-45.85778943901194
2025-01-08,463.42,put,440.25,2025-03-09,1.7303,6.8645,4.7865,915,3688,0.1866,SPY250309P00440250,0.04556,0.1643835616438356,-0.20760069567128747,0.008164688757911888,53.78475627351274,-25.949657430450657
2025-01-08,463.42,call,463.42,2025-03-09,13.098,18.2322,14.8417,2716,4395,0.1874,SPY250309C00463420,0.04556,0.1643835616438356,0.5543105558778804,0.011225017740452689,74.26164312822281,-53.31384401241098
2025-01-08,463.42,put,463.42,2025-03-09,9.7002,14.8344,12.184,718,1877,0.1874,SPY250309P00463420,0.04556,0.1643835616438356,-0.44568944412211964,0.011225017740452689,74.26164312822281,-32.357963182411055
2025-01-08,463.42,call,486.59,2025-03-09,4.7857,9.9199,8.4887,1447,3548,0.1979,SPY250309C00486590,0.04556,0.1643835616438356,0.3175391874869484,0.00958629419885035,66.9737287756232,-46.68474125208434
2025-01-08,463.42,put,486.59,2025-03-09,24.6828,29.817,27.7689,457,3655,0.1979,SPY250309P00486590,0.04556,0.1643835616438356,-0.6824608125130516,0.00958629419885035,66.9737287756232,-24.68111160064577
2025-01-08,463.42,call,509.76,2025-03-09,0.01,5.1442,0.8052,1312,3948,0.1714,SPY250309C00509760,0.04556,0.1643835616438356,0.10954770839737277,0.005821579015706569,35.225692994933155,-20.602214926759363
2025-01-08,463.42,put,509.76,2025-03-09,41.1948,46.329,44.8456,4247,7275,0.1714,SPY250309P00509760,0.04556,0.1643835616438356,-0.8904522916026272,0.005821579015706569,35.225692994933155,2.4491635461178625
2025-01-09,454.14,call,408.73,2025-02-08,44.936,49.9774,47.0247,667,2556,0.2227,SPY250208C00408730,0.04565,0.0821917808219178,0.9591374462328066,0.0030239465448341695,11.415691617942612,-33.18458626912525
2025-01-09,454.14,put,408.73,2025-02-08,0.01,5.0514,0.01,4357,6619,0.2227,SPY250208P00408730,0.04565,0.0821917808219178,-0.04086255376719339,0.0030239465448341695,11.415691617942612,-14.595938402978184
2025-01-09,454.14,call,431.43,2025-02-08,24.9895,30.0309,28.951,3548,6784,0.2323,SPY250208C00431430,0.04565,0.0821917808219178,0.8050864399492601,0.009113403593561817,35.88704630408181,-66.1402823071358
2025-01-09,454.14,put,431.43,2025-02-08,0.8563,5.8977,2.2991,3857,4715,0.2323,SPY250208P00431430,0.04565,0.0821917808219178,-0.1949135600507399,0.009113403593561817,35.88704630408181,-46.519260241488986
2025-01-09,454.14,call,454.14,2025-02-08,11.048800000000002,16.695168000000002,13.19528,2039,4736,0.224,SPY250208C00454140,0.04565,0.0821917808219178,0.5360691616378578,0.013623171081776297,51.729005658724745,-81.03313382922067
2025-01-09,454.14,put,454.14,2025-02-08,8.2597,13.3011,9.9176,1583,2327,0.224,SPY250208P00454140,0.04565,0.0821917808219178,-0.4639308383621422,0.013623171081776297,51.729005658724745,-60.379282773677836
2025-01-09,454.14,call,476.85,2025-02-08,2.0384,7.0798,4.755,3570,4480,0.2311,SPY250208C00476850,0.04565,0.0821917808219178,0.2588987919443344,0.0107566806244882,42.13918397144308,-64.40149103072113
2025-01-09,454.14,put,476.85,2025-02-08,23.2763,28.3177,26.1564,4397,8037,0.2311,SPY250208P00476850,0.04565,0.0821917808219178,-0.7411012080556656,0.0107566806244882,42.13918397144308,-42.71481098528227
2025-01-09,454.14,call,499.55,2025-02-08,0.01,5.0514,0.01,4919,6485,0.2111,SPY250208C00499550,0.04565,0.0821917808219178,0.06910996057750299,0.004837276031547626,17.309997503479593,-23.6247283945163
2025-01-09,454.14,put,499.55,2025-02-08,43.1009,48.1423,45.2671,3441,5588,0.2111,SPY250208P00499550,0.04565,0.0821917808219178,-0.930890039422497,0.004837276031547626,17.309997503479593,-0.9056741495776777
2025-01-09,454.14,call,408.73,2025-02-23,47.5039,52.5453,49.6704,4254,7054,0.2751,SPY250223C00408730,0.04565,0.1232876712328767,0.8843889431753085,0.004441469941689326,31.06822761420486,-50.701505206121354
2025-01-09,454.14,put,408.73,2025-02-23,0.0632,5.1046,1.561,574,2344,0.2751,SPY250223P00408730,0.04565,0.1232876712328767,-0.11561105682469153,0.004441469941689326,31.06822761420486,-32.14769746191931
2025-01-09,454.14,call,431.43,2025-02-23,29.6654,34.7068,30.871,4010,7038,0.2795,SPY250223C00431430,0.04565,0.1232876712328767,0.7353739332868912,0.007343885094103635,52.19234929333311,-72.91537190940014
2025-01-09,454.14,put,431.43,2025-02-23,4.8477,9.8891,8.2453,2385,3190,0.2795,SPY250223P00431430,0.04565,0.1232876712328767,-0.26462606671310884,0.007343885094103635,52.19234929333311,-53.33112491240679
2025-01-09,454.14,call,454.14,2025-02-23,17.769136,23.415504,19.991104,1295,1866,0.2694,SPY250223C00454140,0.04565,0.1232876712328767,0.5425239613667712,0.009233924506596101,63.25328302276358,-79.5163465386947
2025-01-09,454.14,put,454.14,2025-02-23,13.3645,18.4059,16.2601,2117,4079,0.2694,SPY250223P00454140,0.04565,0.1232876712328767,-0.45747603863322883,0.009233924506596101,63.25328302276358,-58.90120635091325
2025-01-09,454.14,call,476.85,2025-02-23,6.5036,11.545,8.9248,2826,4677,0.267,SPY250223C00476850,0.04565,0.1232876712328767,0.3395879788272693,0.00860211251434449,58.40036220874672,-69.86065543561305
2025-01-09,454.14,put,476.85,2025-02-23,26.5048,31.5462,29.0452,4401,8378,0.267,SPY250223P00476850,0.04565,0.1232876712328767,-0.6604120211727307,0.00860211251434449,58.40036220874672,-48.21462205704347
2025-01-09,454.14,call,499.55,2025-02-23,1.3854,6.4268,3.7227,1598,3198,0.2651,SPY250223C00499550,0.04565,0.1232876712328767,0.179613729493721,0.006198954988521102,41.785670101795986,-48.46850939215024
2025-01-09,454.14,put,499.55,2025-02-23,44.2785,49.3199,46.9961,2479,3002,0.2651,SPY250223P00499550,0.04565,0.1232876712328767,-0.820386270506279,0.006198954988521102,41.785670101795986,-25.792036760789365
2025-01-09,454.14,call,408.73,2025-03-10,46.4321,51.4735,49.342,4971,5773,0.178,SPY250310C00408730,0.04565,0.1643835616438356,0.9451837995487643,0.0033851669035225304,20.428570873141553,-28.40721818695411
2025-01-09,454.14,put,408.73,2025-03-10,0.01,5.0514,0.01,4916,6258,0.178,SPY250310P00408730,0.04565,0.1643835616438356,-0.0548162004512357,0.0033851669035225304,20.428570873141553,-9.888185264945005
2025-01-09,454.14,call,431.43,2025-03-10,26.5304,31.5718,27.6836,4129,6446,0.172,SPY250310C00431430,0.04565,0.1643835616438356,0.8100578103526863,0.008566938272172633,49.9564974762925,-41.58911975118801
2025-01-09,454.14,put,431.43,2025-03-10,0.9317,5.9731,1.9614,4991,7956,0.172,SPY250310P00431430,0.04565,0.1643835616438356,-0.1899421896473137,0.008566938272172633,49.9564974762925,-22.041578896485905
2025-01-09,454.14,call,454.14,2025-03-10,14.666064,20.312432,15.933120000000002,423,1802,0.1927,SPY250310C00454140,0.04565,0.1643835616438356,0.5537384823371363,0.011141542045528223,72.7888596209436,-53.41944066399645
2025-01-09,454.14,put,454.14,2025-03-10,9.8955,14.9369,12.1464,546,1789,0.1927,SPY250310P00454140,0.04565,0.1643835616438356,-0.4462615176628637,0.011141542045528223,72.7888596209436,-32.84293878940633
2025-01-09,454.14,call,476.85,2025-03-10,4.5186,9.56,7.2549,3705,5412,0.1963,SPY250310C00476850,0.04565,0.1643835616438356,0.31595870258925474,0.009841065699441575,65.49382091690106,-45.331931632393086
2025-01-09,454.14,put,476.85,2025-03-10,23.588,28.6294,25.3622,3011,4416,0.1963,SPY250310P00476850,0.04565,0.1643835616438356,-0.6840412974107453,0.009841065699441575,65.49382091690106,-23.726468737914963
2025-01-09,454.14,call,499.55,2025-03-10,0.01,5.0514,2.6105,1016,1728,0.1861,SPY250310C00499550,0.04565,0.1643835616438356,0.13010630871412115,0.006177082128784606,38.97334176614667,-24.659614319183273
2025-01-09,454.14,put,499.55,2025-03-10,41.8329,46.8743,43.5454,1036,2039,0.1861,SPY250310P00499550,0.04565,0.1643835616438356,-0.8698936912858788,0.006177082128784606,38.97334176614667,-2.025643492012154
2025-01-10,471.92,call,424.73,2025-02-09,47.4314,52.6506,49.1452,4352,7090,0.2099,SPY250209C00424730,0.04569,0.0821917808219178,0.9673555515625774,0.002569343166944146,9.871876387003608,-31.217650946059287
2025-01-10,471.92,put,424.73,2025-02-09,0.01,5.2292,0.01,3007,3802,0.2099,SPY250209P00424730,0.04569,0.0821917808219178,-0.032644448437422646,0.002569343166944146,9.871876387003608,-11.884476432102238
2025-01-10,471.92,call,448.32,2025-02-09,26.2757,31.4949,27.5633,2269,3924,0.2259,SPY250209C00448320,0.04569,0.0821917808219178,0.811250564849936,0.008842808756914967,36.56550873684403,-66.43706226822428
2025-01-10,471.92,put,448.32,2025-02-09,0.6023,5.8215,4.3444,1555,2231,0.2259,SPY250209P00448320,0.04569,0.0821917808219178,-0.18874943515006404,0.008842808756914967,36.56550873684403,-46.03010067357069
2025-01-10,471.92,call,471.92,2025-02-09,8.8779,14.0971,12.7197,3164,6648,0.1983,SPY250209C00471920,0.04569,0.0821917808219178,0.5376366522466379,0.01480356634076854,53.73462533134381,-75.88443326247823
2025-01-10,471.92,put,471.92,2025-02-09,7.3264,12.5456,9.4145,1914,4027,0.1983,SPY250209P00471920,0.04569,0.0821917808219178,-0.4623633477533621,0.01480356634076854,53.73462533134381,-54.40322939972634
2025-01-10,471.92,call,495.52,2025-02-09,1.2246,6.4438,3.8235,1576,4633,0.2095,SPY250209C00495520,0.04569,0.0821917808219178,0.23578965797483575,0.010861802836759322,41.65346159414819,-57.99599446491113
