date,expiration,contract_symbol,option_type,strike,delta,gamma,delta_flag,gamma_flag
2025-01-07,2025-02-06,SPY250206P00417690,put,417.69,-0.04064491946705884,0.002951556631837017,False,False
2025-01-07,2025-02-06,SPY250206C00440890,call,440.89,0.8292175719119135,0.009157452920427933,False,False
2025-01-07,2025-02-06,SPY250206P00440890,put,440.89,-0.17078242808808652,0.009157452920427933,False,False
2025-01-07,2025-02-06,SPY250206C00464100,call,464.1,0.5354184115507994,0.012806772154671933,True,False
2025-01-07,2025-02-06,SPY250206P00464100,put,464.1,-0.4645815884492006,0.012806772154671933,True,False
2025-01-07,2025-02-06,SPY250206C00487310,call,487.31,0.22575840713809225,0.01122453321121533,False,False
2025-01-07,2025-02-06,SPY250206P00487310,put,487.31,-0.7742415928619077,0.01122453321121533,False,False
2025-01-07,2025-02-06,SPY250206C00510510,call,510.51,0.07094179427333992,0.004784373077753978,False,False
2025-01-07,2025-02-06,SPY250206P00510510,put,510.51,-0.9290582057266601,0.004784373077753978,False,False
2025-01-07,2025-02-21,SPY250221C00417690,call,417.69,0.8954788289320472,0.004261179012638067,False,False
2025-01-07,2025-02-21,SPY250221P00417690,put,417.69,-0.10452117106795278,0.004261179012638067,False,False
2025-01-07,2025-02-21,SPY250221C00440890,call,440.89,0.7327782975775665,0.007122523601310417,False,False
2025-01-07,2025-02-21,SPY250221P00440890,put,440.89,-0.2672217024224335,0.007122523601310417,False,False
2025-01-07,2025-02-21,SPY250221C00464100,call,464.1,0.5421648898572873,0.008852607476229785,True,False
2025-01-07,2025-02-21,SPY250221P00464100,put,464.1,-0.4578351101427127,0.008852607476229785,True,False
2025-01-07,2025-02-21,SPY250221C00487310,call,487.31,0.34963684655888116,0.008042955327105368,False,False
2025-01-07,2025-02-21,SPY250221P00487310,put,487.31,-0.6503631534411188,0.008042955327105368,False,False
2025-01-07,2025-02-21,SPY250221C00510510,call,510.51,0.1985505454693176,0.0060017838261990746,False,False
2025-01-07,2025-02-21,SPY250221P00510510,put,510.51,-0.8014494545306824,0.0060017838261990746,False,False
2025-01-07,2025-03-08,SPY250308C00417690,call,417.69,0.9377709146773388,0.00350960691089001,False,False
2025-01-07,2025-03-08,SPY250308P00417690,put,417.69,-0.06222908532266125,0.00350960691089001,False,False
2025-01-07,2025-03-08,SPY250308C00440890,call,440.89,0.7856462522034107,0.008052567747361683,False,False
2025-01-07,2025-03-08,SPY250308P00440890,put,440.89,-0.21435374779658933,0.008052567747361683,False,False
2025-01-07,2025-03-08,SPY250308C00464100,call,464.1,0.5524326395149358,0.010467257716323383,True,False
2025-01-07,2025-03-08,SPY250308P00464100,put,464.1,-0.4475673604850642,0.010467257716323383,True,False
2025-01-07,2025-03-08,SPY250308C00487310,call,487.31,0.3015278901501236,0.01010938405058341,False,False
2025-01-07,2025-03-08,SPY250308P00487310,put,487.31,-0.6984721098498764,0.01010938405058341,False,False
2025-01-07,2025-03-08,SPY250308C00510510,call,510.51,0.1266869891620837,0.006008037859980014,False,False
2025-01-07,2025-03-08,SPY250308P00510510,put,510.51,-0.8733130108379163,0.006008037859980014,False,False
2025-01-08,2025-02-07,SPY250207C00417080,call,417.08,0.9599245382339201,0.0029327668584726565,False,False
2025-01-08,2025-02-07,SPY250207P00417080,put,417.08,-0.0400754617660799,0.0029327668584726565,False,False
2025-01-08,2025-02-07,SPY250207C00440250,call,440.25,0.8031464942285138,0.008908044732394673,False,False
2025-01-08,2025-02-07,SPY250207P00440250,put,440.25,-0.1968535057714862,0.008908044732394673,False,False
2025-01-08,2025-02-07,SPY250207C00463420,call,463.42,0.5372238785275232,0.01472750061576006,True,True
2025-01-08,2025-02-07,SPY250207P00463420,put,463.42,-0.4627761214724768,0.01472750061576006,True,True
2025-01-08,2025-02-07,SPY250207C00486590,call,486.59,0.24064743781630493,0.010960340157736136,False,False
2025-01-08,2025-02-07,SPY250207P00486590,put,486.59,-0.7593525621836951,0.010960340157736136,False,False
2025-01-08,2025-02-07,SPY250207C00509760,call,509.76,0.08879177224815582,0.005233809321200078,False,False
2025-01-08,2025-02-07,SPY250207P00509760,put,509.76,-0.9112082277518442,0.005233809321200078,False,False
2025-01-08,2025-02-22,SPY250222C00417080,call,417.08,0.8947690663008696,0.004272025205831975,False,False
2025-01-08,2025-02-22,SPY250222P00417080,put,417.08,-0.10523093369913039,0.004272025205831975,False,False
2025-01-08,2025-02-22,SPY250222C00440250,call,440.25,0.7462892065499633,0.007489275938695479,False,False
2025-01-08,2025-02-22,SPY250222P00440250,put,440.25,-0.25371079345003666,0.007489275938695479,False,False
2025-01-08,2025-02-22,SPY250222C00463420,call,463.42,0.5423034672463027,0.008648275793013463,True,False
2025-01-08,2025-02-22,SPY250222P00463420,put,463.42,-0.45769653275369726,0.008648275793013463,True,False
2025-01-08,2025-02-22,SPY250222C00486590,call,486.59,0.3392985267528364,0.008439740626736119,False,False
2025-01-08,2025-02-22,SPY250222P00486590,put,486.59,-0.6607014732471637,0.008439740626736119,False,False
2025-01-08,2025-02-22,SPY250222C00509760,call,509.76,0.20055744820557792,0.006004941657760771,False,False
2025-01-08,2025-02-22,SPY250222P00509760,put,509.76,-0.7994425517944221,0.006004941657760771,False,False
2025-01-08,2025-03-09,SPY250309C00417080,call,417.08,0.9443107912098755,0.0033421393085220417,False,False
2025-01-08,2025-03-09,SPY250309P00417080,put,417.08,-0.05568920879012451,0.0033421393085220417,False,False
2025-01-08,2025-03-09,SPY250309C00440250,call,440.25,0.7923993043287125,0.008164688757911888,False,False
2025-01-08,2025-03-09,SPY250309P00440250,put,440.25,-0.20760069567128747,0.008164688757911888,False,False
2025-01-08,2025-03-09,SPY250309C00463420,call,463.42,0.5543105558778804,0.011225017740452689,True,False
2025-01-08,2025-03-09,SPY250309P00463420,put,463.42,-0.44568944412211964,0.011225017740452689,True,False
2025-01-08,2025-03-09,SPY250309C00486590,call,486.59,0.3175391874869484,0.00958629419885035,False,False
2025-01-08,2025-03-09,SPY250309P00486590,put,486.59,-0.6824608125130516,0.00958629419885035,False,False
2025-01-08,2025-03-09,SPY250309C00509760,call,509.76,0.10954770839737277,0.005821579015706569,False,False
2025-01-08,2025-03-09,SPY250309P00509760,put,509.76,-0.8904522916026272,0.005821579015706569,False,False
2025-01-09,2025-02-08,SPY250208C00408730,call,408.73,0.9591374462328066,0.0030239465448341695,False,False
2025-01-09,2025-02-08,SPY250208P00408730,put,408.73,-0.04086255376719339,0.0030239465448341695,False,False
2025-01-09,2025-02-08,SPY250208C00431430,call,431.43,0.8050864399492601,0.009113403593561817,False,False
2025-01-09,2025-02-08,SPY250208P00431430,put,431.43,-0.1949135600507399,0.009113403593561817,False,False
2025-01-09,2025-02-08,SPY250208C00454140,call,454.14,0.5360691616378578,0.013623171081776297,True,False
2025-01-09,2025-02-08,SPY250208P00454140,put,454.14,-0.4639308383621422,0.013623171081776297,True,False
2025-01-09,2025-02-08,SPY250208C00476850,call,476.85,0.2588987919443344,0.0107566806244882,False,False
2025-01-09,2025-02-08,SPY250208P00476850,put,476.85,-0.7411012080556656,0.0107566806244882,False,False
2025-01-09,2025-02-08,SPY250208C00499550,call,499.55,0.06910996057750299,0.004837276031547626,False,False
2025-01-09,2025-02-08,SPY250208P00499550,put,499.55,-0.930890039422497,0.004837276031547626,False,False
2025-01-09,2025-02-23,SPY250223C00408730,call,408.73,0.8843889431753085,0.004441469941689326,False,False
2025-01-09,2025-02-23,SPY250223P00408730,put,408.73,-0.11561105682469153,0.004441469941689326,False,False
2025-01-09,2025-02-23,SPY250223C00431430,call,431.43,0.7353739332868912,0.007343885094103635,False,False
2025-01-09,2025-02-23,SPY250223P00431430,put,431.43,-0.26462606671310884,0.007343885094103635,False,False
2025-01-09,2025-02-23,SPY250223C00454140,call,454.14,0.5425239613667712,0.009233924506596101,True,False
2025-01-09,2025-02-23,SPY250223P00454140,put,454.14,-0.45747603863322883,0.009233924506596101,True,False
2025-01-09,2025-02-23,SPY250223C00476850,call,476.85,0.3395879788272693,0.00860211251434449,False,False
2025-01-09,2025-02-23,SPY250223P00476850,put,476.85,-0.6604120211727307,0.00860211251434449,False,False
2025-01-09,2025-02-23,SPY250223C00499550,call,499.55,0.179613729493721,0.006198954988521102,False,False
2025-01-09,2025-02-23,SPY250223P00499550,put,499.55,-0.820386270506279,0.006198954988521102,False,False
2025-01-09,2025-03-10,SPY250310C00408730,call,408.73,0.9451837995487643,0.0033851669035225304,False,False
2025-01-09,2025-03-10,SPY250310P00408730,put,408.73,-0.0548162004512357,0.0033851669035225304,False,False
2025-01-09,2025-03-10,SPY250310C00431430,call,431.43,0.8100578103526863,0.008566938272172633,False,False
2025-01-09,2025-03-10,SPY250310P00431430,put,431.43,-0.1899421896473137,0.008566938272172633,False,False
2025-01-09,2025-03-10,SPY250310C00454140,call,454.14,0.5537384823371363,0.011141542045528223,True,False
2025-01-09,2025-03-10,SPY250310P00454140,put,454.14,-0.4462615176628637,0.011141542045528223,True,False
2025-01-09,2025-03-10,SPY250310C00476850,call,476.85,0.31595870258925474,0.009841065699441575,False,False
2025-01-09,2025-03-10,SPY250310P00476850,put,476.85,-0.6840412974107453,0.009841065699441575,False,False
2025-01-09,2025-03-10,SPY250310C00499550,call,499.55,0.13010630871412115,0.006177082128784606,False,False
2025-01-09,2025-03-10,SPY250310P00499550,put,499.55,-0.8698936912858788,0.006177082128784606,False,False
2025-01-10,2025-02-09,SPY250209C00424730,call,424.73,0.9673555515625774,0.002569343166944146,False,False
2025-01-10,2025-02-09,SPY250209P00424730,put,424.73,-0.032644448437422646,0.002569343166944146,False,False
2025-01-10,2025-02-09,SPY250209C00448320,call,448.32,0.811250564849936,0.008842808756914967,False,False
2025-01-10,2025-02-09,SPY250209P00448320,put,448.32,-0.18874943515006404,0.008842808756914967,False,False
2025-01-10,2025-02-09,SPY250209C00471920,call,471.92,0.5376366522466379,0.01480356634076854,True,True
2025-01-10,2025-02-09,SPY250209P00471920,put,471.92,-0.4623633477533621,0.01480356634076854,True,True
2025-01-10,2025-02-09,SPY250209C00495520,call,495.52,0.23578965797483575,0.010861802836759322,False,False
2025-01-10,2025-02-09,SPY250209P00495520,put,495.52,-0.7642103420251642,0.010861802836759322,False,False
2025-01-10,2025-02-09,SPY250209C00519110,call,519.11,0.08320941910535135,0.005019534722583925,False,False
2025-01-10,2025-02-09,SPY250209P00519110,put,519.11,-0.9167905808946486,0.005019534722583925,False,False
2025-01-10,2025-02-24,SPY250224C00424730,call,424.73,0.8917503493594647,0.004220371995942861,False,False
2025-01-10,2025-02-24,SPY250224P00424730,put,424.73,-0.10824965064053527,0.004220371995942861,False,False
2025-01-10,2025-02-24,SPY250224C00448320,call,448.32,0.742093726365957,0.007243959691658621,False,False
2025-01-10,2025-02-24,SPY250224P00448320,put,448.32,-0.25790627363404295,0.007243959691658621,False,False
2025-01-10,2025-02-24,SPY250224C00471920,call,471.92,0.5426737701382358,0.009101898487340295,True,False
2025-01-10,2025-02-24,SPY250224P00471920,put,471.92,-0.4573262298617642,0.009101898487340295,True,False
2025-01-10,2025-02-24,SPY250224C00495520,call,495.52,0.33855174904601426,0.008315013902507823,False,False
2025-01-10,2025-02-24,SPY250224P00495520,put,495.52,-0.6614482509539857,0.008315013902507823,False,False
2025-01-10,2025-02-24,SPY250224C00519110,call,519.11,0.17620034922598682,0.0059702234579145485,False,False
2025-01-10,2025-02-24,SPY250224P00519110,put,519.11,-0.8237996507740132,0.0059702234579145485,False,False
2025-01-10,2025-03-11,SPY250311C00424730,call,424.73,0.9403219477239978,0.00338593974579217,False,False
2025-01-10,2025-03-11,SPY250311P00424730,put,424.73,-0.0596780522760022,0.00338593974579217,False,False
2025-01-10,2025-03-11,SPY250311C00448320,call,448.32,0.7921826666464218,0.008009694440153042,False,False
2025-01-10,2025-03-11,SPY250311P00448320,put,448.32,-0.20781733335357822,0.008009694440153042,False,False
2025-01-10,2025-03-11,SPY250311C00471920,call,471.92,0.5546299506962833,0.011116529681129167,True,False
2025-01-10,2025-03-11,SPY250311P00471920,put,471.92,-0.4453700493037167,0.011116529681129167,True,False
2025-01-10,2025-03-11,SPY250311C00495520,call,495.52,0.30608932982746856,0.009810546226680306,False,False
2025-01-10,2025-03-11,SPY250311P00495520,put,495.52,-0.6939106701725315,0.009810546226680306,False,False
2025-01-10,2025-03-11,SPY250311C00519110,call,519.11,0.11031503644836105,0.005728718404747113,False,False
2025-01-10,2025-03-11,SPY250311P00519110,put,519.11,-0.889684963551639,0.005728718404747113,False,False
2025-01-13,2025-02-12,SPY250212C00418620,call,418.62,0.9660438363267582,0.002666142887223471,False,False
2025-01-13,2025-02-12,SPY250212P00418620,put,418.62,-0.033956163673241835,0.002666142887223471,False,False
2025-01-13,2025-02-12,SPY250212C00441870,call,441.87,0.8174297634384748,0.00903652059475093,False,False
2025-01-13,2025-02-12,SPY250212P00441870,put,441.87,-0.18257023656152516,0.00903652059475093,False,False
2025-01-13,2025-02-12,SPY250212C00465130,call,465.13,0.5367030484852165,0.01402567695391574,True,True
2025-01-13,2025-02-12,SPY250212P00465130,put,465.13,-0.46329695151478345,0.01402567695391574,True,True
2025-01-13,2025-02-12,SPY250212C00488390,call,488.39,0.27303577528181083,0.01013990972511952,False,False
2025-01-13,2025-02-12,SPY250212P00488390,put,488.39,-0.7269642247181891,0.01013990972511952,False,False
2025-01-13,2025-02-12,SPY250212C00511640,call,511.64,0.07918564880740742,0.0049967090125673476,False,False
2025-01-13,2025-02-12,SPY250212P00511640,put,511.64,-0.9208143511925926,0.0049967090125673476,False,False
2025-01-13,2025-02-27,SPY250227C00418620,call,418.62,0.887541852274351,0.0043146768604123255,False,False
2025-01-13,2025-02-27,SPY250227P00418620,put,418.62,-0.112458147725649,0.0043146768604123255,False,False
2025-01-13,2025-02-27,SPY250227C00441870,call,441.87,0.7498501355914384,0.007547001450609994,False,False
2025-01-13,2025-02-27,SPY250227P00441870,put,441.87,-0.2501498644085616,0.007547001450609994,False,False
2025-01-13,2025-02-27,SPY250227C00465130,call,465.13,0.5423429253468506,0.008522668110875304,True,False
2025-01-13,2025-02-27,SPY250227P00465130,put,465.13,-0.4576570746531494,0.008522668110875304,True,False
2025-01-13,2025-02-27,SPY250227C00488390,call,488.39,0.3288293205346544,0.008779855879837303,False,False
2025-01-13,2025-02-27,SPY250227P00488390,put,488.39,-0.6711706794653456,0.008779855879837303,False,False
2025-01-13,2025-02-27,SPY250227C00511640,call,511.64,0.19932104166752063,0.005989877857980751,False,False
2025-01-13,2025-02-27,SPY250227P00511640,put,511.64,-0.8006789583324794,0.005989877857980751,False,False
2025-01-13,2025-03-14,SPY250314C00418620,call,418.62,0.94147274602291,0.003405617638919315,False,False
2025-01-13,2025-03-14,SPY250314P00418620,put,418.62,-0.05852725397709002,0.003405617638919315,False,False
2025-01-13,2025-03-14,SPY250314C00441870,call,441.87,0.7924115558846676,0.008130031557577388,False,False
2025-01-13,2025-03-14,SPY250314P00441870,put,441.87,-0.2075884441153324,0.008130031557577388,False,False
2025-01-13,2025-03-14,SPY250314C00465130,call,465.13,0.5520518353523894,0.009997312603937323,True,False
2025-01-13,2025-03-14,SPY250314P00465130,put,465.13,-0.44794816464761056,0.009997312603937323,True,False
2025-01-13,2025-03-14,SPY250314C00488390,call,488.39,0.32373935933089976,0.009331397149845704,False,False
2025-01-13,2025-03-14,SPY250314P00488390,put,488.39,-0.6762606406691003,0.009331397149845704,False,False
2025-01-13,2025-03-14,SPY250314C00511640,call,511.64,0.14893717011740942,0.006146429890201055,False,False
2025-01-13,2025-03-14,SPY250314P00511640,put,511.64,-0.8510628298825906,0.006146429890201055,False,False
2025-01-14,2025-02-13,SPY250213C00430690,call,430.69,0.969018100307235,0.0024582841041491115,False,False
2025-01-14,2025-02-13,SPY250213P00430690,put,430.69,-0.03098189969276499,0.0024582841041491115,False,False
2025-01-14,2025-02-13,SPY250213C00454620,call,454.62,0.8328407463130745,0.008896117477249643,False,False
2025-01-14,2025-02-13,SPY250213P00454620,put,454.62,-0.16715925368692552,0.008896117477249643,False,False
2025-01-14,2025-02-13,SPY250213C00478550,call,478.55,0.5354701904505926,0.012215630525037637,True,False
2025-01-14,2025-02-13,SPY250213P00478550,put,478.55,-0.46452980954940737,0.012215630525037637,True,False
2025-01-14,2025-02-13,SPY250213C00502480,call,502.48,0.2506593225843093,0.010396500958158125,False,False
2025-01-14,2025-02-13,SPY250213P00502480,put,502.48,-0.7493406774156908,0.010396500958158125,False,False
2025-01-14,2025-02-13,SPY250213C00526410,call,526.41,0.07597703503234148,0.004775444751837039,False,False
2025-01-14,2025-02-13,SPY250213P00526410,put,526.41,-0.9240229649676586,0.004775444751837039,False,False
2025-01-14,2025-02-28,SPY250228C00430690,call,430.69,0.890147088297106,0.004174700036198589,False,False
2025-01-14,2025-02-28,SPY250228P00430690,put,430.69,-0.10985291170289402,0.004174700036198589,False,False
2025-01-14,2025-02-28,SPY250228C00454620,call,454.62,0.7378995845358447,0.007038492213449688,False,False
2025-01-14,2025-02-28,SPY250228P00454620,put,454.62,-0.2621004154641553,0.007038492213449688,False,False
2025-01-14,2025-02-28,SPY250228C00478550,call,478.55,0.5423790473934009,0.00860985445540712,True,False
2025-01-14,2025-02-28,SPY250228P00478550,put,478.55,-0.4576209526065991,0.00860985445540712,True,False
2025-01-14,2025-02-28,SPY250228C00502480,call,502.48,0.35739628145391666,0.007533525223823192,False,False
2025-01-14,2025-02-28,SPY250228P00502480,put,502.48,-0.6426037185460833,0.007533525223823192,False,False
2025-01-14,2025-02-28,SPY250228C00526410,call,526.41,0.1892223234498659,0.005857855312969598,False,False
2025-01-14,2025-02-28,SPY250228P00526410,put,526.41,-0.8107776765501341,0.005857855312969598,False,False
2025-01-14,2025-03-15,SPY250315C00430690,call,430.69,0.9363531572701465,0.003434286190263221,False,False
2025-01-14,2025-03-15,SPY250315P00430690,put,430.69,-0.06364684272985355,0.003434286190263221,False,False
2025-01-14,2025-03-15,SPY250315C00454620,call,454.62,0.7944596253673621,0.007936537733784575,False,False
2025-01-14,2025-03-15,SPY250315P00454620,put,454.62,-0.20554037463263786,0.007936537733784575,False,False
2025-01-14,2025-03-15,SPY250315C00478550,call,478.55,0.5555784716271243,0.011439091655187151,True,False
2025-01-14,2025-03-15,SPY250315P00478550,put,478.55,-0.44442152837287574,0.011439091655187151,True,False
2025-01-14,2025-03-15,SPY250315C00502480,call,502.48,0.30320941570254034,0.009764652642800563,False,False
2025-01-14,2025-03-15,SPY250315P00502480,put,502.48,-0.6967905842974597,0.009764652642800563,False,False
2025-01-14,2025-03-15,SPY250315C00526410,call,526.41,0.1390514228322059,0.005922540691762003,False,False
2025-01-14,2025-03-15,SPY250315P00526410,put,526.41,-0.860948577167794,0.005922540691762003,False,False
2025-01-15,2025-02-14,SPY250214C00415080,call,415.08,0.9431895419294111,0.0035113880890534394,False,False
2025-01-15,2025-02-14,SPY250214P00415080,put,415.08,-0.05681045807058893,0.0035113880890534394,False,False
2025-01-15,2025-02-14,SPY250214C00438140,call,438.14,0.8251456420995339,0.009199884033317344,False,False
2025-01-15,2025-02-14,SPY250214P00438140,put,438.14,-0.1748543579004661,0.009199884033317344,False,False
2025-01-15,2025-02-14,SPY250214C00461200,call,461.2,0.536758845065695,0.015022000678243243,True,True
2025-01-15,2025-02-14,SPY250214P00461200,put,461.2,-0.46324115493430496,0.015022000678243243,True,True
2025-01-15,2025-02-14,SPY250214C00484260,call,484.26,0.2450896782968886,0.01089336279403476,False,False
2025-01-15,2025-02-14,SPY250214P00484260,put,484.26,-0.7549103217031115,0.01089336279403476,False,False
2025-01-15,2025-02-14,SPY250214C00507320,call,507.32,0.06857059341703277,0.004741279584411707,False,False
2025-01-15,2025-02-14,SPY250214P00507320,put,507.32,-0.9314294065829672,0.004741279584411707,False,False
2025-01-15,2025-03-01,SPY250301C00415080,call,415.08,0.8299265812280161,0.0044158776045584115,False,False
2025-01-15,2025-03-01,SPY250301P00415080,put,415.08,-0.1700734187719839,0.0044158776045584115,False,False
2025-01-15,2025-03-01,SPY250301C00438140,call,438.14,0.687346654728512,0.005693244115818553,False,False
2025-01-15,2025-03-01,SPY250301P00438140,put,438.14,-0.312653345271488,0.005693244115818553,False,False
2025-01-15,2025-03-01,SPY250301C00461200,call,461.2,0.5423965429943621,0.00680620976637524,True,False
2025-01-15,2025-03-01,SPY250301P00461200,put,461.2,-0.45760345700563787,0.00680620976637524,True,False
2025-01-15,2025-03-01,SPY250301C00484260,call,484.26,0.39583987847515467,0.006359770543452714,False,False
2025-01-15,2025-03-01,SPY250301P00484260,put,484.26,-0.6041601215248453,0.006359770543452714,False,False
2025-01-15,2025-03-01,SPY250301C00507320,call,507.32,0.2374579266242391,0.005763318591822944,False,False
2025-01-15,2025-03-01,SPY250301P00507320,put,507.32,-0.7625420733757609,0.005763318591822944,False,False
2025-01-15,2025-03-16,SPY250316C00415080,call,415.08,0.9468747347702317,0.0032905004200150995,False,False
2025-01-15,2025-03-16,SPY250316P00415080,put,415.08,-0.05312526522976835,0.0032905004200150995,False,False
2025-01-15,2025-03-16,SPY250316C00438140,call,438.14,0.7770803779688608,0.00796929319160606,False,False
2025-01-15,2025-03-16,SPY250316P00438140,put,438.14,-0.22291962203113924,0.00796929319160606,False,False
2025-01-15,2025-03-16,SPY250316C00461200,call,461.2,0.5529818041447805,0.01112974928273869,True,False
2025-01-15,2025-03-16,SPY250316P00461200,put,461.2,-0.4470181958552195,0.01112974928273869,True,False
2025-01-15,2025-03-16,SPY250316C00484260,call,484.26,0.3107076851923386,0.00983117957914951,False,False
2025-01-15,2025-03-16,SPY250316P00484260,put,484.26,-0.6892923148076614,0.00983117957914951,False,False
2025-01-15,2025-03-16,SPY250316C00507320,call,507.32,0.13640058753105716,0.006115906231205139,False,False
2025-01-15,2025-03-16,SPY250316P00507320,put,507.32,-0.8635994124689428,0.006115906231205139,False,False
2025-01-16,2025-02-15,SPY250215C00416250,call,416.25,0.9739831638724432,0.0022947864673350878,False,False
2025-01-16,2025-02-15,SPY250215P00416250,put,416.25,-0.026016836127556786,0.0022947864673350878,False,False
2025-01-16,2025-02-15,SPY250215C00439380,call,439.38,0.8351168285868118,0.009236234357314608,False,False
2025-01-16,2025-02-15,SPY250215P00439380,put,439.38,-0.1648831714131882,0.009236234357314608,False,False
2025-01-16,2025-02-15,SPY250215C00462500,call,462.5,0.535376095584075,0.013390971544367513,True,False
2025-01-16,2025-02-15,SPY250215P00462500,put,462.5,-0.46462390441592505,0.013390971544367513,True,False
2025-01-16,2025-02-15,SPY250215C00485620,call,485.62,0.23134176028149162,0.01114751285623029,False,False
2025-01-16,2025-02-15,SPY250215P00485620,put,485.62,-0.7686582397185084,0.01114751285623029,False,False
2025-01-16,2025-02-15,SPY250215C00508750,call,508.75,0.06488007288782204,0.004612965024153708,False,False
2025-01-16,2025-02-15,SPY250215P00508750,put,508.75,-0.935119927112178,0.004612965024153708,False,False
2025-01-16,2025-03-02,SPY250302C00416250,call,416.25,0.8864932481234132,0.004353598760298199,False,False
2025-01-16,2025-03-02,SPY250302P00416250,put,416.25,-0.11350675187658676,0.004353598760298199,False,False
2025-01-16,2025-03-02,SPY250302C00439380,call,439.38,0.744875907517292,0.007491842364250749,False,False
2025-01-16,2025-03-02,SPY250302P00439380,put,439.38,-0.25512409248270795,0.007491842364250749,False,False
2025-01-16,2025-03-02,SPY250302C00462500,call,462.5,0.5417074613996664,0.008807446423968227,True,False
2025-01-16,2025-03-02,SPY250302P00462500,put,462.5,-0.4582925386003336,0.008807446423968227,True,False
2025-01-16,2025-03-02,SPY250302C00485620,call,485.62,0.3219069004856148,0.009040015650428472,False,False
2025-01-16,2025-03-02,SPY250302P00485620,put,485.62,-0.6780930995143852,0.009040015650428472,False,False
2025-01-16,2025-03-02,SPY250302C00508750,call,508.75,0.1691508052822306,0.006084077662069647,False,False
2025-01-16,2025-03-02,SPY250302P00508750,put,508.75,-0.8308491947177694,0.006084077662069647,False,False
2025-01-16,2025-03-17,SPY250317C00416250,call,416.25,0.9305675275892596,0.0036906494295575677,False,False
2025-01-16,2025-03-17,SPY250317P00416250,put,416.25,-0.06943247241074035,0.0036906494295575677,False,False
2025-01-16,2025-03-17,SPY250317C00439380,call,439.38,0.7863403471796782,0.008115776638670764,False,False
2025-01-16,2025-03-17,SPY250317P00439380,put,439.38,-0.21365965282032184,0.008115776638670764,False,False
