date,strike,expiration,call_last,call_bid,call_ask,parity_theoretical,put_last,put_bid,put_ask,parity_observed,parity_diff,parity_diff_pct,parity_flag
2025-01-08,463.42,2025-02-22,19.3781,16.8733,22.0075,2.595726885889974,15.9463,14.3859,19.5201,3.431799999999999,0.8360731141100253,0.322095948789839,True
2025-01-08,486.59,2025-02-22,9.2698,6.7194,11.8536,-20.444492371056015,29.0098,27.0835,32.2177,-19.74,0.7044923710560163,-0.034458785196026236,True
2025-01-08,509.76,2025-02-22,5.8075,2.4614,7.5956,-43.48471162800206,47.8379,46.2469,51.3811,-42.0304,1.4543116280020598,-0.033444205412772085,True
2025-01-08,417.08,2025-03-09,50.7855,47.4146,52.5488,49.45197569967888,1.9145,0.01,5.1442,48.871,-0.5809756996788806,-0.011748280861560264,True
2025-01-08,440.25,2025-03-09,31.7967,28.01,33.1442,26.454854948172112,4.7865,1.7303,6.8645,27.0102,0.5553450518278886,0.020992179050532273,True
2025-01-08,463.42,2025-03-09,14.8417,13.098,18.2322,3.457734196665342,12.184,9.7002,14.8344,2.6577,-0.8000341966653419,-0.23137527385329368,True
2025-01-08,486.59,2025-03-09,8.4887,4.7857,9.9199,-19.53938655484137,27.7689,24.6828,29.817,-19.2802,0.25918655484137076,-0.01326482559285623,True
2025-01-08,509.76,2025-03-09,0.8052,0.01,5.1442,-42.53650730634814,44.8456,41.1948,46.329,-44.0404,-1.5038926936518564,0.03535534036259286,True
2025-01-09,408.73,2025-02-08,47.0247,44.936,49.9774,46.94070391791769,0.01,0.01,5.0514,47.014700000000005,0.07399608208231712,0.001576373507557737,False
2025-01-09,431.43,2025-02-08,28.951,24.9895,30.0309,24.32571597706857,2.2991,0.8563,5.8977,26.6519,2.3261840229314323,0.09562653880873581,True
2025-01-09,454.14,2025-02-08,13.19528,11.048800000000002,16.695168000000002,1.700765486465798,9.9176,8.2597,13.3011,3.27768,1.5769145135342022,0.927179276674435,True
2025-01-09,476.85,2025-02-08,4.755,2.0384,7.0798,-20.924185004137087,26.1564,23.2763,28.3177,-21.401400000000002,-0.4772149958629157,0.022806861809363747,True
2025-01-09,499.55,2025-02-08,0.01,0.01,5.0514,-43.539172944986205,45.2671,43.1009,48.1423,-45.2571,-1.7179270550137957,0.039457043825441455,True
2025-01-09,408.73,2025-02-23,49.6704,47.5039,52.5453,47.703904836756976,1.561,0.0632,5.1046,48.1094,0.4054951632430246,0.008500250967517884,False
2025-01-09,431.43,2025-02-23,30.871,29.6654,34.7068,25.131303461263087,8.2453,4.8477,9.8891,22.6257,-2.505603461263089,-0.09970049763336702,True
2025-01-09,454.14,2025-02-23,19.991104,17.769136,23.415504,2.5487582085112876,16.2601,13.3645,18.4059,3.7310039999999987,1.182245791488711,0.46385168571139307,True
2025-01-09,476.85,2025-02-23,8.9248,6.5036,11.545,-20.03378704424057,29.0452,26.5048,31.5462,-20.120400000000004,-0.08661295575943484,0.004323344136990557,False
2025-01-09,499.55,2025-02-23,3.7227,1.3854,6.4268,-42.6063884197344,46.9961,44.2785,49.3199,-43.273399999999995,-0.6670115802655943,0.015655201133092243,True
2025-01-09,408.73,2025-03-10,49.342,46.4321,51.4735,48.46567531195814,0.01,0.01,5.0514,49.332,0.866324688041864,0.01787501530651554,True
2025-01-09,431.43,2025-03-10,27.6836,26.5304,31.5718,25.93538105800434,1.9614,0.9317,5.9731,25.722199999999997,-0.2131810580043414,-0.008219700243754395,False
2025-01-09,454.14,2025-03-10,15.933120000000002,14.666064,20.312432,3.3951615642910724,12.1464,9.8955,14.9369,3.7867200000000025,0.3915584357089301,0.11532836605691535,True
2025-01-09,476.85,2025-03-10,7.2549,4.5186,9.56,-19.14505792942225,25.3622,23.588,28.6294,-18.107300000000002,1.0377579294222485,-0.05420500336159419,True
2025-01-09,499.55,2025-03-10,2.6105,0.01,5.0514,-41.67535218337605,43.5454,41.8329,46.8743,-40.9349,0.7404521833760498,-0.017767148796199256,True
2025-01-10,424.73,2025-02-09,49.1452,47.4314,52.6506,48.782015452898975,0.01,0.01,5.2292,49.135200000000005,0.35318454710103,0.007240056480283068,False
2025-01-10,448.32,2025-02-09,27.5633,26.2757,31.4949,25.280437849560144,4.3444,0.6023,5.8215,23.2189,-2.0615378495601426,-0.08154676203901316,True
2025-01-10,471.92,2025-02-09,12.7197,8.8779,14.0971,1.7688977292211234,9.4145,7.3264,12.5456,3.3051999999999992,1.5363022707788758,0.8685082497422486,True
2025-01-10,495.52,2025-02-09,3.8235,1.2246,6.4438,-21.74264239111784,24.1695,22.6553,27.8745,-20.346,1.3966423911178403,-0.06423517279980594,True
2025-01-10,519.11,2025-02-09,0.01,0.01,5.2292,-45.24421999445673,45.1347,43.208,48.4272,-45.124700000000004,0.11951999445672357,-0.0026416632770189657,False
2025-01-10,424.73,2025-02-24,53.4096,49.6072,54.8264,49.575784022603614,1.5921,0.01,5.2292,51.817499999999995,2.2417159773963817,0.0452179631969974,True
2025-01-10,448.32,2025-02-24,34.3494,30.3105,35.5297,26.118293252215892,8.2307,4.6467,9.8659,26.118700000000004,0.0004067477841118716,1.557329110995271e-05,False
2025-01-10,471.92,2025-02-24,16.7846,16.0723,21.2915,2.6508586536083953,16.366,13.6104,18.8296,0.4186000000000014,-2.232258653608394,-0.8420889022392063,True
2025-01-10,495.52,2025-02-24,7.5557,6.7793,11.9985,-20.816575944999045,28.2876,27.8415,33.0607,-20.731900000000003,0.08467594499904152,-0.00406771724719617,False
2025-01-10,519.11,2025-02-24,4.7321,1.3319,6.5511,-44.27406671538682,48.8133,45.249,50.4682,-44.081199999999995,0.19286671538682754,-0.004356200586376211,False
2025-01-10,424.73,2025-03-11,51.0095,48.3784,53.5976,50.368063554298715,1.4922,0.01,5.2292,49.517300000000006,-0.8507635542987089,-0.016890932354021372,True
2025-01-10,448.32,2025-03-11,31.7086,28.5968,33.816,26.954576913952906,4.5617,1.7362,6.9554,27.146900000000002,0.19232308604709658,0.0071350808681230485,False
2025-01-10,471.92,2025-03-11,15.8996,13.454,18.6732,3.5311650991092165,12.7809,9.8468,15.066,3.1186999999999987,-0.4124650991092178,-0.11680708421514124,True
2025-01-10,495.52,2025-03-11,7.0938,4.0146,9.2338,-19.892246715734416,26.6726,23.9549,29.1741,-19.5788,0.31344671573441474,-0.01575723045333456,True
2025-01-10,519.11,2025-03-11,1.637,0.01,5.2292,-43.30573335608034,44.863,42.4252,47.6444,-43.226,0.07973335608033949,-0.0018411732096702742,False
2025-01-13,418.62,2025-02-12,49.7375,46.2376,51.3889,48.07945612139656,3.382,0.01,5.1613,46.3555,-1.7239561213965615,-0.035856398147344225,True
2025-01-13,441.87,2025-02-12,26.7549,25.2667,30.418,24.91662313401531,2.2712,0.4348,5.5861,24.4837,-0.43292313401531146,-0.01737487185509901,True
2025-01-13,465.13,2025-02-12,14.5263,9.5473,14.6986,1.743827637822335,8.3259,7.6949,12.8462,6.2004,4.456572362177665,2.5556266373567538,True
2025-01-13,488.39,2025-02-12,5.7453,2.7673,7.9186,-21.42896785837064,26.4883,24.8833,30.0346,-20.743,0.6859678583706419,-0.032011241180833976,True
2025-01-13,511.64,2025-02-12,2.1684,0.01,5.1613,-44.59180084575189,45.2823,42.523,47.6743,-43.1139,1.4779008457518898,-0.03314288316957902,True
2025-01-13,418.62,2025-02-27,51.1165,48.8653,54.0166,48.861976272339064,3.328,0.01,5.1613,47.7885,-1.0734762723390645,-0.02196956312933178,True
2025-01-13,441.87,2025-02-27,30.6013,29.4365,34.5878,25.742604164775855,7.3017,4.0322,9.1835,23.299599999999998,-2.443004164775857,-0.09490120537683094,True
2025-01-13,465.13,2025-02-27,19.9863,17.5196,22.6709,2.6132882412524054,18.611,14.3875,19.5388,1.3752999999999993,-1.2379882412524061,-0.47372816427594167,True
2025-01-13,488.39,2025-02-27,7.6155,5.7734,10.9247,-20.516027682271044,29.8039,26.6928,31.8441,-22.188399999999998,-1.6723723177289536,0.08151540559550602,True
2025-01-13,511.64,2025-02-27,5.2218,2.4003,7.5516,-43.63539978983425,47.8101,45.8015,50.9528,-42.5883,1.047099789834256,-0.023996566890128482,True
2025-01-13,418.62,2025-03-14,49.9823,46.9659,52.1172,49.64302816530761,0.7756,0.01,5.1613,49.206700000000005,-0.4363281653076072,-0.008789314057447638,False
2025-01-13,441.87,2025-03-14,31.5893,28.4984,33.6497,26.56703539105746,4.7111,1.6442,6.7955,26.8782,0.3111646089425406,0.011712432507515668,True
2025-01-13,465.13,2025-03-14,18.6833,14.827,19.9783,3.4811174586248512,13.9153,11.5775,16.7288,4.767999999999999,1.2868825413751477,0.36967512779172523,True
2025-01-13,488.39,2025-03-14,6.5623,5.2018,10.3531,-19.604800473807757,26.7883,24.8369,29.9882,-20.226,-0.6211995261922425,0.031686092751730496,True
2025-01-13,511.64,2025-03-14,1.9303,0.2453,5.3966,-42.68079324805791,47.9392,42.871,48.0223,-46.0089,-3.3281067519420873,0.07797668456158614,True
2025-01-14,430.69,2025-02-13,48.9159,48.0029,53.2884,49.468359975399835,0.9754,0.01,5.2955,47.9405,-1.527859975399835,-0.030885599930129598,True
2025-01-14,454.62,2025-02-13,27.8793,26.1302,31.4157,25.62772368064327,2.2213,0.01,5.2955,25.658,0.03027631935673014,0.0011813893318819407,False
2025-01-14,478.55,2025-02-13,12.214,11.1355,16.421,1.787087385886764,13.9635,9.5002,14.7857,-1.7494999999999994,-3.5365873858867634,-1.9789672367542825,True
2025-01-14,502.48,2025-02-13,3.8342,1.7671,7.0526,-22.053548908869743,26.5725,23.9395,29.225,-22.738300000000002,-0.6847510911302592,0.031049473894646424,True
2025-01-14,526.41,2025-02-13,0.01,0.01,5.2955,-45.89418520362625,44.8765,43.4152,48.7007,-44.8665,1.0276852036262483,-0.02239249262333668,True
2025-01-14,430.69,2025-02-28,52.9262,49.6244,54.9099,50.27028622424592,3.9099,0.01,5.2955,49.0163,-1.2539862242459208,-0.024944879339897395,True
2025-01-14,454.62,2025-02-28,33.4344,31.8943,37.1798,26.47420655986133,8.0304,5.1748,10.4603,25.403999999999996,-1.070206559861333,-0.04042449987845599,True
2025-01-14,478.55,2025-02-28,18.7868,17.1051,22.3906,2.678126895476737,16.2051,14.2721,19.5576,2.581699999999998,-0.0964268954767391,-0.03600534972394354,True
2025-01-14,502.48,2025-02-28,10.9706,8.7793,14.0648,-21.117952768907855,34.2587,29.9531,35.2386,-23.2881,-2.1701472310921446,0.10276314446006675,True
2025-01-14,526.41,2025-02-28,4.11,1.9025,7.188,-44.91403243329245,48.1409,46.0059,51.2914,-44.0309,0.8831324332924453,-0.01966272867180425,True
2025-01-14,430.69,2025-03-15,53.3398,50.5417,55.8272,51.07071372402288,1.6222,0.01,5.2955,51.7176,0.646886275977117,0.012666481997349327,True
2025-01-14,454.62,2025-03-15,31.7866,28.6432,33.9287,27.31910741650671,5.5121,1.6739,6.9594,26.2745,-1.044607416506711,-0.03823724547733722,True
2025-01-14,478.55,2025-03-15,15.8853,12.7393,18.0248,3.567501108990541,11.3084,9.2354,14.5209,4.5769,1.0093988910094591,0.2829428387466089,True
2025-01-14,502.48,2025-03-15,4.9937,3.9197,9.2052,-20.18410519852563,26.7423,24.7103,29.9958,-21.7486,-1.5644948014743711,0.07751122906298821,True
2025-01-14,526.41,2025-03-15,2.6509,0.01,5.2955,-43.93571150604174,46.8714,44.2102,49.4957,-44.2205,-0.2847884939582599,0.006481936543103387,False
2025-01-15,415.08,2025-02-14,47.6374,44.8168,49.9288,47.63097738567211,2.0472,0.01,5.122,45.590199999999996,-2.040777385672115,-0.04284559120313164,True
2025-01-15,438.14,2025-02-14,28.1792,25.0346,30.1466,24.65492057376497,2.7683,0.1219,5.2339,25.4109,0.755979426235033,0.03066241580349938,True
2025-01-15,461.2,2025-02-14,10.0417,8.7895,13.9015,1.6788637618578832,10.5499,7.0872,12.1992,-0.5081999999999987,-2.187063761857882,-1.302704728963599,True
2025-01-15,484.26,2025-02-14,5.567,1.5171,6.6291,-21.297193050049202,24.2866,22.9944,28.1064,-18.7196,2.5775930500492024,-0.1210297077174331,True
2025-01-15,507.32,2025-02-14,2.4343,0.01,5.122,-44.273249861956344,45.9915,43.31,48.422,-43.5572,0.7160498619563427,-0.016173419936168696,True
2025-01-15,415.08,2025-03-01,49.4524,47.1766,52.2886,48.384402223632094,2.0672,0.01,5.122,47.3852,-0.9992022236320963,-0.020651329306783543,True
2025-01-15,438.14,2025-03-01,33.2821,31.0649,36.1769,25.450202347167192,6.2258,5.3263,10.4383,27.0563,1.6060976528328084,0.06310746103013125,True
2025-01-15,461.2,2025-03-01,17.3485,15.9267,21.0387,2.5160024707023467,17.0895,13.3188,18.4308,0.25900000000000034,-2.2570024707023464,-0.8970589246171526,True
2025-01-15,484.26,2025-03-01,10.1434,7.3639,12.4759,-20.418197405762555,31.6602,28.0008,33.1128,-21.5168,-1.0986025942374447,0.053805072622492615,True
2025-01-15,507.32,2025-03-01,0.9254,0.705,5.817,-43.35239728222746,46.3169,44.2233,49.3353,-45.39149999999999,-2.0391027177725363,0.04703552388343878,True
2025-01-15,415.08,2025-03-16,51.6985,47.0344,52.1464,49.13645449992663,0.1247,0.01,5.122,51.573800000000006,2.437345500073377,0.04960360947648383,True
2025-01-15,438.14,2025-03-16,29.7998,28.305,33.417,26.244035305478064,3.4206,2.4162,7.5282,26.3792,0.13516469452193647,0.0051503015046517175,False
2025-01-15,461.2,2025-03-16,15.9801,13.1906,18.3026,3.351616111029557,12.6913,9.8788,14.9908,3.2888,-0.06281611102955686,-0.018742036363544292,True
2025-01-15,484.26,2025-03-16,7.5393,4.3646,9.4766,-19.54080308341895,26.0414,23.8002,28.9122,-18.5021,1.0387030834189517,-0.053155598517868864,True
2025-01-15,507.32,2025-03-16,2.7016,0.01,5.122,-42.433222277867515,46.665,42.4633,47.5753,-43.9634,-1.5301777221324855,0.036060841953324894,True
2025-01-16,416.25,2025-02-15,48.171,45.8573,50.9823,47.761827635719214,0.01,0.01,5.135,48.161,0.39917236428078695,0.008357560504704419,False
2025-01-16,439.38,2025-02-15,26.1539,24.8211,29.9461,24.715836220017536,1.8665,0.01,5.135,24.2874,-0.42843622001753445,-0.01733448207876296,True
2025-01-16,462.5,2025-02-15,13.3609,10.0253,15.1503,1.6798084841324226,11.6586,8.4356,13.5606,1.702300000000001,0.02249151586757847,0.013389333415109374,True
2025-01-16,485.62,2025-02-15,4.9481,1.0423,6.1673,-21.35621925175269,25.0598,22.0957,27.2207,-20.1117,1.244519251752692,-0.05827432454602446,True
2025-01-16,508.75,2025-02-15,1.1779,0.01,5.135,-44.40221066745431,47.4504,43.3274,48.4524,-46.2725,-1.8702893325456884,0.042121536392704044,True
2025-01-16,416.25,2025-03-02,51.1556,47.9524,53.0774,48.51568108577817,3.7665,0.01,5.135,47.3891,-1.1265810857781702,-0.023220968160507074,True
2025-01-16,439.38,2025-03-02,32.9604,30.2756,35.4006,25.51157947259867,9.4892,4.3642,9.4892,23.4712,-2.0403794725986693,-0.07997856325556747,True
2025-01-16,462.5,2025-03-02,18.9487,16.5994,21.7244,2.5174234286424166,17.1165,14.1418,19.2668,1.8322000000000003,-0.6852234286424164,-0.27219236177997286,True
2025-01-16,485.62,2025-03-02,6.2986,5.3163,10.4413,-20.476732615313892,28.0967,25.6571,30.7821,-21.798099999999998,-1.3213673846861056,0.06453018699369534,True
2025-01-16,508.75,2025-03-02,5.7016,1.0066,6.1316,-43.48083422849339,47.9861,44.9192,50.0442,-42.2845,1.1963342284933915,-0.027514058773725706,True
2025-01-16,416.25,2025-03-17,49.1054,47.6498,52.7748,49.268164285732325,1.6161,0.01,5.135,47.4893,-1.7788642857323254,-0.03610575533960925,True
2025-01-16,439.38,2025-03-17,31.3717,28.1882,33.3132,26.305876333609774,4.9723,1.9378,7.0628,26.3994,0.09352366639022591,0.0035552385787937105,False
2025-01-16,462.5,2025-03-17,14.2179,12.4854,17.6104,3.353515873035917,11.4309,9.1268,14.2518,2.787000000000001,-0.5665158730359163,-0.1689319193599203,True
2025-01-16,485.62,2025-03-17,5.5977,3.6466,8.7716,-19.59884458753794,25.1798,23.1694,28.2944,-19.5821,0.01674458753793928,-0.0008543660552615659,False
2025-01-16,508.75,2025-03-17,1.7491,0.01,5.135,-42.56113253966049,45.1357,42.3452,47.4702,-43.3866,-0.8254674603395102,0.01939486595123615,True
2025-01-17,415.96,2025-02-16,48.7404,45.1248,50.2466,47.743377957123585,0.01,0.01,5.1318,48.7304,0.9870220428764185,0.02067348572953559,True
2025-01-17,439.07,2025-02-16,28.9781,24.8452,29.967,24.71801413509536,4.2455,0.4546,5.5764,24.7326,0.01458586490464242,0.0005900904831967461,False
2025-01-17,462.18,2025-02-16,11.0043,9.0851,14.2069,1.6926503130670767,10.1806,7.4361,12.5579,0.8237000000000005,-0.8689503130670762,-0.513366704486375,True
2025-01-17,485.29,2025-02-16,5.0571,1.9333,7.0551,-21.332713508961206,26.0582,22.8255,27.9473,-21.0011,0.3316135089612047,-0.015544834876346331,True
2025-01-17,508.4,2025-02-16,2.896,0.01,5.1318,-44.35807733098943,44.6954,42.7685,47.8903,-41.7994,2.5586773309894326,-0.057682331718239055,True
2025-01-17,415.96,2025-03-03,50.2712,49.0769,54.1987,48.502973496237246,1.9532,0.01,5.1318,48.318,-0.18497349623724801,-0.0038136527083560733,False
2025-01-17,439.07,2025-03-03,33.1809,30.7805,35.9023,25.519811455411286,8.6155,4.8459,9.9677,24.5654,-0.9544114554112859,-0.03739884430881679,True
2025-01-17,462.18,2025-03-03,18.7111,15.6335,20.7553,2.5366494145853835,15.5436,13.2276,18.3494,3.1674999999999986,0.6308505854146151,0.24869443202805697,True
2025-01-17,485.29,2025-03-03,9.5194,6.4678,11.5896,-20.446512626240576,28.2558,27.1143,32.2361,-18.736400000000003,1.7101126262405728,-0.08363835229514173,True
2025-01-17,508.4,2025-03-03,4.8851,2.6654,7.7872,-43.42967466706648,47.0042,45.468,50.5898,-42.119099999999996,1.3105746670664828,-0.03017693954913081,True
2025-01-17,415.96,2025-03-18,51.1768,48.688,53.8098,49.261176819141326,0.9916,0.01,5.1318,50.1852,0.9240231808586756,0.018757635130219413,True
2025-01-17,439.07,2025-03-18,29.842,29.1228,34.2446,26.320139210453817,4.6453,2.4369,7.5587,25.1967,-1.1234392104538173,-0.04268363481936336,True
2025-01-17,462.18,2025-03-18,17.3841,14.1908,19.3126,3.3791016017663082,13.3041,10.6492,15.771,4.08,0.7008983982336918,0.2074215222967316,True
2025-01-17,485.29,2025-03-18,6.9698,4.2782,9.4,-19.561936006921144,28.1426,23.5886,28.7104,-21.172800000000002,-1.6108639930788584,0.08234685935527669,True
2025-01-17,508.4,2025-03-18,1.5931,0.01,5.1318,-42.502973615608596,44.1132,41.7225,46.8443,-42.5201,-0.01712638439140335,0.00040294555732246307,False
2025-01-20,429.67,2025-02-19,49.3489,46.6646,51.9387,49.343495402999054,0.647,0.01,5.2841,48.7019,-0.6415954029990516,-0.013002633837732865,True
2025-01-20,453.54,2025-02-19,29.092,25.6803,30.9544,25.56257640765284,3.4023,0.0616,5.3357,25.6897,0.1271235923471572,0.0049730352027074765,False
2025-01-20,477.41,2025-02-19,13.6484,10.0397,15.3138,1.781657412306572,11.1613,8.5187,13.7928,2.4871,0.7054425876934278,0.3959473818146367,True
2025-01-20,501.28,2025-02-19,4.9511,2.525,7.7991,-21.999261583039583,27.713,24.0832,29.3573,-22.7619,-0.7626384169604172,0.03466654615118429,True
2025-01-20,525.15,2025-02-19,0.1628,0.01,5.2841,-45.780180578385796,47.5987,43.9782,49.2523,-47.435900000000004,-1.655719421614208,0.03616672980962253,True
2025-01-20,429.67,2025-03-06,50.9841,50.1108,55.3849,50.142997661191885,2.5555,0.01,5.2841,48.428599999999996,-1.7143976611918887,-0.0341901709342508,True
2025-01-20,453.54,2025-03-06,35.1196,31.6614,36.9355,26.406494424225457,8.1326,5.2688,10.5429,26.987,0.5805055757745414,0.021983439620898052,True
2025-01-20,477.41,2025-03-06,19.8077,17.685,22.9591,2.669991187259086,17.0317,15.2082,20.4823,2.776,0.10600881274091378,0.03970380623231139,True
2025-01-20,501.28,2025-03-06,8.9952,6.5466,11.8207,-21.066512049707285,29.3123,27.1975,32.4716,-20.3171,0.7494120497072849,-0.035573617879363084,True
2025-01-20,525.15,2025-03-06,3.4229,1.601,6.8751,-44.803015286673656,50.1005,46.1861,51.4602,-46.6776,-1.8745847133263425,0.04184059267733983,True
2025-01-20,429.67,2025-03-21,50.2843,49.1983,54.4724,50.94100668444571,2.648,0.01,5.2841,47.6363,-3.304706684445712,-0.06487321118164649,True
2025-01-20,453.54,2025-03-21,33.1439,30.3055,35.5796,27.248836250293266,5.9979,2.4651,7.7392,27.146,-0.10283625029326515,-0.003773968522863371,False
2025-01-20,477.41,2025-03-21,17.4943,13.4695,18.7436,3.5566658161408213,12.573,10.067,15.3411,4.921299999999999,1.3646341838591773,0.38368355488058775,True
2025-01-20,501.28,2025-03-21,6.2579,3.8052,9.0793,-20.135504618011566,26.2957,23.9968,29.2709,-20.0378,0.09770461801156571,-0.004852355074536707,False
2025-01-20,525.15,2025-03-21,3.8523,0.3361,5.6102,-43.82767505216401,47.4273,44.1229,49.397,-43.575,0.2526750521640082,-0.005765194066609113,False
2025-01-21,433.26,2025-02-20,50.519,47.0717,52.3857,49.7462496210544,0.5881,0.01,5.324,49.9309,0.184650378945598,0.0037118452215430388,False
2025-01-21,457.33,2025-02-20,28.3292,26.611,31.925,25.765485711113,3.0933,1.1996,6.5136,25.2359,-0.5295857111130005,-0.020554074433170224,True
