date,expiration,option_type,strike,implied_volatility,iv_zscore,iv_anomaly
2025-01-07,2025-02-21,call,510.51,0.285,0.8578731494650546,False
2025-01-07,2025-02-21,put,510.51,0.285,0.8578731494650546,False
2025-01-07,2025-03-08,call,417.69,0.1856,-0.5353813123800129,False
2025-01-07,2025-03-08,put,417.69,0.1856,-0.5353813123800129,False
2025-01-07,2025-03-08,call,440.89,0.1925,0.4964988706987855,False
2025-01-07,2025-03-08,put,440.89,0.1925,0.4964988706987855,False
2025-01-07,2025-03-08,call,464.1,0.2008,1.737746047445743,False
2025-01-07,2025-03-08,put,464.1,0.2008,1.737746047445743,False
2025-01-07,2025-03-08,call,487.31,0.1832,-0.8942961586682875,False
2025-01-07,2025-03-08,put,487.31,0.1832,-0.8942961586682875,False
2025-01-07,2025-03-08,call,510.51,0.1838,-0.8045674470962199,False
2025-01-07,2025-03-08,put,510.51,0.1838,-0.8045674470962199,False
2025-01-08,2025-02-07,call,417.08,0.2215,0.06456878774362856,False
2025-01-08,2025-02-07,put,417.08,0.2215,0.06456878774362856,False
2025-01-08,2025-02-07,call,440.25,0.2343,1.1814343054712724,False
2025-01-08,2025-02-07,put,440.25,0.2343,1.1814343054712724,False
2025-01-08,2025-02-07,call,463.42,0.203,-1.5496509058471049,False
2025-01-08,2025-02-07,put,463.42,0.203,-1.5496509058471049,False
2025-01-08,2025-02-07,call,486.59,0.2138,-0.607295625264408,False
2025-01-08,2025-02-07,put,486.59,0.2138,-0.607295625264408,False
2025-01-08,2025-02-07,call,509.76,0.2312,0.910943437896607,False
2025-01-08,2025-02-07,put,509.76,0.2312,0.910943437896607,False
2025-01-08,2025-02-22,call,417.08,0.262,-0.9709122162186192,False
2025-01-08,2025-02-22,put,417.08,0.262,-0.9709122162186192,False
2025-01-08,2025-02-22,call,440.25,0.2628,-0.8937024972350341,False
2025-01-08,2025-02-22,put,440.25,0.2628,-0.8937024972350341,False
2025-01-08,2025-02-22,call,463.42,0.2819,0.949679543498138,False
2025-01-08,2025-02-22,put,463.42,0.2819,0.949679543498138,False
2025-01-08,2025-02-22,call,486.59,0.2666,-0.526956332062987,False
2025-01-08,2025-02-22,put,486.59,0.2666,-0.526956332062987,False
2025-01-08,2025-02-22,call,509.76,0.287,1.441891502018513,False
2025-01-08,2025-02-22,put,509.76,0.287,1.441891502018513,False
2025-01-08,2025-03-09,call,417.08,0.1789,-0.6230369188712385,False
2025-01-08,2025-03-09,put,417.08,0.1789,-0.6230369188712385,False
2025-01-08,2025-03-09,call,440.25,0.1866,0.24291692143716148,False
2025-01-08,2025-03-09,put,440.25,0.1866,0.24291692143716148,False
2025-01-08,2025-03-09,call,463.42,0.1874,0.3328861515990759,False
2025-01-08,2025-03-09,put,463.42,0.1874,0.3328861515990759,False
2025-01-08,2025-03-09,call,486.59,0.1979,1.513732297474167,False
2025-01-08,2025-03-09,put,486.59,0.1979,1.513732297474167,False
2025-01-08,2025-03-09,call,509.76,0.1714,-1.4664984516391628,False
2025-01-08,2025-03-09,put,509.76,0.1714,-1.4664984516391628,False
2025-01-09,2025-02-08,call,408.73,0.2227,-0.20322636572205524,False
2025-01-09,2025-02-08,put,408.73,0.2227,-0.20322636572205524,False
2025-01-09,2025-02-08,call,431.43,0.2323,1.0636392907271315,False
2025-01-09,2025-02-08,put,431.43,0.2323,1.0636392907271315,False
2025-01-09,2025-02-08,call,454.14,0.224,-0.03167164141122839,False
2025-01-09,2025-02-08,put,454.14,0.224,-0.03167164141122839,False
2025-01-09,2025-02-08,call,476.85,0.2311,0.9052810836709824,False
2025-01-09,2025-02-08,put,476.85,0.2311,0.9052810836709824,False
2025-01-09,2025-02-08,call,499.55,0.2111,-1.734022367264823,False
2025-01-09,2025-02-08,put,499.55,0.2111,-1.734022367264823,False
2025-01-09,2025-02-23,call,408.73,0.2751,0.7275875431428662,False
2025-01-09,2025-02-23,put,408.73,0.2751,0.7275875431428662,False
2025-01-09,2025-02-23,call,431.43,0.2795,1.5526868188718939,False
2025-01-09,2025-02-23,put,431.43,0.2795,1.5526868188718939,False
2025-01-09,2025-02-23,call,454.14,0.2694,-0.34129106405155935,False
2025-01-09,2025-02-23,put,454.14,0.2694,-0.34129106405155935,False
2025-01-09,2025-02-23,call,476.85,0.267,-0.7913452144492013,False
2025-01-09,2025-02-23,put,476.85,0.267,-0.7913452144492013,False
2025-01-09,2025-02-23,call,499.55,0.2651,-1.1476380835140099,False
2025-01-09,2025-02-23,put,499.55,0.2651,-1.1476380835140099,False
2025-01-09,2025-03-10,call,408.73,0.178,-0.7788585106635736,False
2025-01-09,2025-03-10,put,408.73,0.178,-0.7788585106635736,False
2025-01-09,2025-03-10,call,431.43,0.172,-1.4445495454187627,False
2025-01-09,2025-03-10,put,431.43,0.172,-1.4445495454187627,False
2025-01-09,2025-03-10,call,454.14,0.1927,0.8520845244866405,False
2025-01-09,2025-03-10,put,454.14,0.1927,0.8520845244866405,False
2025-01-09,2025-03-10,call,476.85,0.1963,1.2514991453397528,False
2025-01-09,2025-03-10,put,476.85,0.1963,1.2514991453397528,False
2025-01-09,2025-03-10,call,499.55,0.1861,0.1198243862559306,False
2025-01-09,2025-03-10,put,499.55,0.1861,0.1198243862559306,False
2025-01-10,2025-02-09,call,424.73,0.2099,-0.37131869030718995,False
2025-01-10,2025-02-09,put,424.73,0.2099,-0.37131869030718995,False
2025-01-10,2025-02-09,call,448.32,0.2259,1.1442678007425717,False
2025-01-10,2025-02-09,put,448.32,0.2259,1.1442678007425717,False
2025-01-10,2025-02-09,call,471.92,0.1983,-1.470118896318268,False
2025-01-10,2025-02-09,put,471.92,0.1983,-1.470118896318268,False
2025-01-10,2025-02-09,call,495.52,0.2095,-0.40920835258343513,False
2025-01-10,2025-02-09,put,495.52,0.2095,-0.40920835258343513,False
2025-01-10,2025-02-09,call,519.11,0.2255,1.1063781384663292,False
2025-01-10,2025-02-09,put,519.11,0.2255,1.1063781384663292,False
2025-01-10,2025-02-24,call,424.73,0.2658,0.30552781278377344,False
2025-01-10,2025-02-24,put,424.73,0.2658,0.30552781278377344,False
2025-01-10,2025-02-24,call,448.32,0.2691,1.598145482253589,False
2025-01-10,2025-02-24,put,448.32,0.2691,1.598145482253589,False
2025-01-10,2025-02-24,call,471.92,0.263,-0.7912386946451406,False
2025-01-10,2025-02-24,put,471.92,0.263,-0.7912386946451406,False
2025-01-10,2025-02-24,call,495.52,0.2655,0.18801711555925857,False
2025-01-10,2025-02-24,put,495.52,0.2655,0.18801711555925857,False
2025-01-10,2025-02-24,call,519.11,0.2617,-1.300451715951437,False
2025-01-10,2025-02-24,put,519.11,0.2617,-1.300451715951437,False
2025-01-10,2025-03-11,call,424.73,0.1831,0.03167679051813517,False
2025-01-10,2025-03-11,put,424.73,0.1831,0.03167679051813517,False
2025-01-10,2025-03-11,call,448.32,0.1869,0.7004090347897239,False
2025-01-10,2025-03-11,put,448.32,0.1869,0.7004090347897239,False
2025-01-10,2025-03-11,call,471.92,0.1858,0.5068286482900504,False
2025-01-10,2025-03-11,put,471.92,0.1858,0.5068286482900504,False
2025-01-10,2025-03-11,call,495.52,0.1869,0.7004090347897239,False
2025-01-10,2025-03-11,put,495.52,0.1869,0.7004090347897239,False
2025-01-10,2025-03-11,call,519.11,0.1719,-1.9393235083876041,True
2025-01-10,2025-03-11,put,519.11,0.1719,-1.9393235083876041,True
2025-01-13,2025-02-12,call,418.62,0.212,-0.8291250113678351,False
2025-01-13,2025-02-12,put,418.62,0.212,-0.8291250113678351,False
2025-01-13,2025-02-12,call,441.87,0.2197,-0.20808779468180877,False
2025-01-13,2025-02-12,put,441.87,0.2197,-0.20808779468180877,False
2025-01-13,2025-02-12,call,465.13,0.2124,-0.796863337773755,False
2025-01-13,2025-02-12,put,465.13,0.2124,-0.796863337773755,False
2025-01-13,2025-02-12,call,488.39,0.2459,1.9050518257303815,True
2025-01-13,2025-02-12,put,488.39,0.2459,1.9050518257303815,True
2025-01-13,2025-02-12,call,511.64,0.2214,-0.07097568190697143,False
2025-01-13,2025-02-12,put,511.64,0.2214,-0.07097568190697143,False
2025-01-13,2025-02-27,call,418.62,0.2711,0.054196182311515066,False
2025-01-13,2025-02-27,put,418.62,0.2711,0.054196182311515066,False
2025-01-13,2025-02-27,call,441.87,0.2579,-0.9125465291912338,False
2025-01-13,2025-02-27,put,441.87,0.2579,-0.9125465291912338,False
2025-01-13,2025-02-27,call,465.13,0.285,1.07220555275759,False
2025-01-13,2025-02-27,put,465.13,0.285,1.07220555275759,False
2025-01-13,2025-02-27,call,488.39,0.2522,-1.3300036091583332,False
2025-01-13,2025-02-27,put,488.39,0.2522,-1.3300036091583332,False
2025-01-13,2025-02-27,call,511.64,0.2856,1.1161484032804456,False
2025-01-13,2025-02-27,put,511.64,0.2856,1.1161484032804456,False
2025-01-13,2025-03-14,call,418.62,0.1819,-1.3864137908861303,False
2025-01-13,2025-03-14,put,418.62,0.1819,-1.3864137908861303,False
2025-01-13,2025-03-14,call,441.87,0.1867,-0.9324720312508348,False
2025-01-13,2025-03-14,put,441.87,0.1867,-0.9324720312508348,False
2025-01-13,2025-03-14,call,465.13,0.2098,1.2521226869940243,False
2025-01-13,2025-03-14,put,465.13,0.2098,1.2521226869940243,False
2025-01-13,2025-03-14,call,488.39,0.2042,0.7225239674195131,False
2025-01-13,2025-03-14,put,488.39,0.2042,0.7225239674195131,False
2025-01-13,2025-03-14,call,511.64,0.2002,0.344239167723433,False
2025-01-13,2025-03-14,put,511.64,0.2002,0.344239167723433,False
2025-01-14,2025-02-13,call,430.69,0.2072,-0.9423949573906074,False
2025-01-14,2025-02-13,put,430.69,0.2072,-0.9423949573906074,False
2025-01-14,2025-02-13,call,454.62,0.2051,-1.1232934409847817,False
2025-01-14,2025-02-13,put,454.62,0.2051,-1.1232934409847817,False
2025-01-14,2025-02-13,call,478.55,0.2371,1.6332548804502662,False
2025-01-14,2025-02-13,put,478.55,0.2371,1.6332548804502662,False
2025-01-14,2025-02-13,call,502.48,0.2231,0.4272649898224317,False
2025-01-14,2025-02-13,put,502.48,0.2231,0.4272649898224317,False
2025-01-14,2025-02-13,call,526.41,0.2182,0.005168528102691102,False
2025-01-14,2025-02-13,put,526.41,0.2182,0.005168528102691102,False
2025-01-14,2025-02-28,call,430.69,0.2678,-1.0582396711540363,False
2025-01-14,2025-02-28,put,430.69,0.2678,-1.0582396711540363,False
2025-01-14,2025-02-28,call,454.62,0.2754,-0.2239428349745093,False
2025-01-14,2025-02-28,put,454.62,0.2754,-0.2239428349745093,False
2025-01-14,2025-02-28,call,478.55,0.2742,-0.3556739143712745,False
2025-01-14,2025-02-28,put,478.55,0.2742,-0.3556739143712745,False
2025-01-14,2025-02-28,call,502.48,0.2948,1.905709615273235,True
2025-01-14,2025-02-28,put,502.48,0.2948,1.905709615273235,True
2025-01-14,2025-02-28,call,526.41,0.275,-0.267853194773427,False
2025-01-14,2025-02-28,put,526.41,0.275,-0.267853194773427,False
2025-01-14,2025-03-15,call,430.69,0.1872,0.3684105101405962,False
2025-01-14,2025-03-15,put,430.69,0.1872,0.3684105101405962,False
2025-01-14,2025-03-15,call,454.62,0.1848,-0.13396745823294356,False
2025-01-14,2025-03-15,put,454.62,0.1848,-0.13396745823294356,False
2025-01-14,2025-03-15,call,478.55,0.178,-1.5573717019579651,False
2025-01-14,2025-03-15,put,478.55,0.178,-1.5573717019579651,False
2025-01-14,2025-03-15,call,502.48,0.1844,-0.21769711962852964,False
2025-01-14,2025-03-15,put,502.48,0.1844,-0.21769711962852964,False
2025-01-14,2025-03-15,call,526.41,0.1928,1.540625769678848,False
2025-01-14,2025-03-15,put,526.41,0.1928,1.540625769678848,False
2025-01-15,2025-02-14,call,415.08,0.2458,1.8486506972897891,True
2025-01-15,2025-02-14,put,415.08,0.2458,1.8486506972897891,True
2025-01-15,2025-02-14,call,438.14,0.2118,-0.35985681177039597,False
2025-01-15,2025-02-14,put,438.14,0.2118,-0.35985681177039597,False
2025-01-15,2025-02-14,call,461.2,0.2,-1.126338829620694,False
2025-01-15,2025-02-14,put,461.2,0.2,-1.126338829620694,False
2025-01-15,2025-02-14,call,484.26,0.2183,0.062357859079345664,False
2025-01-15,2025-02-14,put,484.26,0.2183,0.062357859079345664,False
2025-01-15,2025-02-14,call,507.32,0.2108,-0.4248129149780485,False
2025-01-15,2025-02-14,put,507.32,0.2108,-0.4248129149780485,False
2025-01-15,2025-03-01,call,415.08,0.35397,-0.36774605657059317,False
2025-01-15,2025-03-01,put,415.08,0.35397,-0.36774605657059317,False
2025-01-15,2025-03-01,call,438.14,0.384075,1.2923221745071765,False
2025-01-15,2025-03-01,put,438.14,0.384075,1.2923221745071765,False
2025-01-15,2025-03-01,call,461.2,0.35991,-0.04019896164941879,False
2025-01-15,2025-03-01,put,461.2,0.35991,-0.04019896164941879,False
2025-01-15,2025-03-01,call,484.26,0.374085,0.7414475148670197,False
2025-01-15,2025-03-01,put,484.26,0.374085,0.7414475148670197,False
2025-01-15,2025-03-01,call,507.32,0.331155,-1.6258246711541962,False
2025-01-15,2025-03-01,put,507.32,0.331155,-1.6258246711541962,False
2025-01-15,2025-03-16,call,415.08,0.1759,-1.7794037903356856,False
2025-01-15,2025-03-16,put,415.08,0.1759,-1.7794037903356856,False
2025-01-15,2025-03-16,call,438.14,0.2002,1.31355129587012,False
2025-01-15,2025-03-16,put,438.14,0.2002,1.31355129587012,False
2025-01-15,2025-03-16,call,461.2,0.19,0.015273852277560685,False
2025-01-15,2025-03-16,put,461.2,0.19,0.015273852277560685,False
2025-01-15,2025-03-16,call,484.26,0.1921,0.2825662671348515,False
2025-01-15,2025-03-16,put,484.26,0.1921,0.2825662671348515,False
2025-01-15,2025-03-16,call,507.32,0.1912,0.16801237505315694,False
2025-01-15,2025-03-16,put,507.32,0.1912,0.16801237505315694,False
2025-01-16,2025-02-15,call,416.25,0.1986,-1.0470718698626171,False
2025-01-16,2025-02-15,put,416.25,0.1986,-1.0470718698626171,False
2025-01-16,2025-02-15,call,439.38,0.2026,-0.5827384464202144,False
2025-01-16,2025-02-15,put,439.38,0.2026,-0.5827384464202144,False
2025-01-16,2025-02-15,call,462.5,0.2238,1.878228697824517,True
2025-01-16,2025-02-15,put,462.5,0.2238,1.878228697824517,True
2025-01-16,2025-02-15,call,485.62,0.2061,-0.1764467009081121,False
2025-01-16,2025-02-15,put,485.62,0.2061,-0.1764467009081121,False
2025-01-16,2025-02-15,call,508.75,0.207,-0.07197168063357344,False
2025-01-16,2025-02-15,put,508.75,0.207,-0.07197168063357344,False
2025-01-16,2025-03-02,call,416.25,0.272,0.7954492447513278,False
2025-01-16,2025-03-02,put,416.25,0.272,0.7954492447513278,False
2025-01-16,2025-03-02,call,439.38,0.264,0.11990848487758696,False
2025-01-16,2025-03-02,put,439.38,0.264,0.11990848487758696,False
2025-01-16,2025-03-02,call,462.5,0.2774,1.2514392576660993,False
2025-01-16,2025-03-02,put,462.5,0.2774,1.2514392576660993,False
2025-01-16,2025-03-02,call,485.62,0.2442,-1.5520548958099214,False
2025-01-16,2025-03-02,put,485.62,0.2442,-1.5520548958099214,False
2025-01-16,2025-03-02,call,508.75,0.2553,-0.6147420914851044,False
2025-01-16,2025-03-02,put,508.75,0.2553,-0.6147420914851044,False
2025-01-16,2025-03-17,call,416.25,0.1928,1.0853343075954396,False
2025-01-16,2025-03-17,put,416.25,0.1928,1.0853343075954396,False
2025-01-16,2025-03-17,call,439.38,0.1913,0.8157976418018708,False
2025-01-16,2025-03-17,put,439.38,0.1913,0.8157976418018708,False
2025-01-16,2025-03-17,call,462.5,0.1782,-1.538155906128629,False
2025-01-16,2025-03-17,put,462.5,0.1782,-1.538155906128629,False
2025-01-16,2025-03-17,call,485.62,0.1824,-0.7834532419066351,False
2025-01-16,2025-03-17,put,485.62,0.1824,-0.7834532419066351,False
2025-01-16,2025-03-17,call,508.75,0.1891,0.4204771986379687,False
2025-01-16,2025-03-17,put,508.75,0.1891,0.4204771986379687,False
2025-01-17,2025-02-16,call,415.96,0.2285,0.9484369827671049,False
2025-01-17,2025-02-16,put,415.96,0.2285,0.9484369827671049,False
2025-01-17,2025-02-16,call,439.07,0.2187,-0.25866463166375864,False
2025-01-17,2025-02-16,put,439.07,0.2187,-0.25866463166375864,False
2025-01-17,2025-02-16,call,462.18,0.206,-1.8229697850588589,True
2025-01-17,2025-02-16,put,462.18,0.206,-1.8229697850588589,True
2025-01-17,2025-02-16,call,485.29,0.2269,0.7513591681661453,False
2025-01-17,2025-02-16,put,485.29,0.2269,0.7513591681661453,False
2025-01-17,2025-02-16,call,508.4,0.2239,0.3818382657893502,False
2025-01-17,2025-02-16,put,508.4,0.2239,0.3818382657893502,False
2025-01-17,2025-03-03,call,415.96,0.262,-0.7736573889634573,False
2025-01-17,2025-03-03,put,415.96,0.262,-0.7736573889634573,False
2025-01-17,2025-03-03,call,439.07,0.2749,0.33525153521749435,False
2025-01-17,2025-03-03,put,439.07,0.2749,0.33525153521749435,False
2025-01-17,2025-03-03,call,462.18,0.2649,-0.524367785853009,False
2025-01-17,2025-03-03,put,462.18,0.2649,-0.524367785853009,False
2025-01-17,2025-03-03,call,485.29,0.2611,-0.851023127859804,False
2025-01-17,2025-03-03,put,485.29,0.2611,-0.851023127859804,False
2025-01-17,2025-03-03,call,508.4,0.2921,1.8137967674587712,True
2025-01-17,2025-03-03,put,508.4,0.2921,1.8137967674587712,True
2025-01-17,2025-03-18,call,415.96,0.2052,0.9147983189714963,False
2025-01-17,2025-03-18,put,415.96,0.2052,0.9147983189714963,False
2025-01-17,2025-03-18,call,439.07,0.2004,0.5051871313723193,False
2025-01-17,2025-03-18,put,439.07,0.2004,0.5051871313723193,False
2025-01-17,2025-03-18,call,462.18,0.2018,0.624657061088747,False
2025-01-17,2025-03-18,put,462.18,0.2018,0.624657061088747,False
2025-01-17,2025-03-18,call,485.29,0.1924,-0.17749818129297665,False
2025-01-17,2025-03-18,put,485.29,0.1924,-0.17749818129297665,False
2025-01-17,2025-03-18,call,508.4,0.1726,-1.8671443301395811,True
2025-01-17,2025-03-18,put,508.4,0.1726,-1.8671443301395811,True
2025-01-20,2025-02-19,call,429.67,0.2057,-1.0879445978134508,False
2025-01-20,2025-02-19,put,429.67,0.1234199999999999,-1.940521109654128,True
2025-01-20,2025-02-19,call,453.54,0.2081,-0.8823487683053963,False
2025-01-20,2025-02-19,put,453.54,0.2081,0.15212989596850446,False
2025-01-20,2025-02-19,call,477.41,0.2208,0.2055958295080522,False
2025-01-20,2025-02-19,put,477.41,0.2208,0.46597812189443,False
2025-01-20,2025-02-19,call,501.28,0.2386,1.730431565026116,False
2025-01-20,2025-02-19,put,501.28,0.2386,0.9058598873654129,False
2025-01-20,2025-02-19,call,525.15,0.2188,0.034265971584674176,False
2025-01-20,2025-02-19,put,525.15,0.2188,0.41655320442578025,False
2025-01-20,2025-03-06,call,429.67,0.2682,-0.44825156960745555,False
2025-01-20,2025-03-06,put,429.67,0.1609199999999999,-1.9600738644738342,True
2025-01-20,2025-03-06,call,453.54,0.2788,0.6830500108304133,False
2025-01-20,2025-03-06,put,453.54,0.2788,0.6065029055450012,False
2025-01-20,2025-03-06,call,477.41,0.2872,1.5795531500453304,False
2025-01-20,2025-03-06,put,477.41,0.2872,0.7893943618408805,False
2025-01-20,2025-03-06,call,501.28,0.261,-1.216682831791667,False
2025-01-20,2025-03-06,put,501.28,0.261,0.21894720053706782,False
2025-01-20,2025-03-06,call,525.15,0.2668,-0.5976687594766094,False
2025-01-20,2025-03-06,put,525.15,0.2668,0.3452293965508883,False
2025-01-20,2025-03-21,call,429.67,0.1843,-0.8401957899448123,False
2025-01-20,2025-03-21,put,429.67,0.11058,-1.9521636434504253,True
2025-01-20,2025-03-21,call,453.54,0.2,1.1053903313138238,False
2025-01-20,2025-03-21,put,453.54,0.2,0.7025366576222839,False
2025-01-20,2025-03-21,call,477.41,0.188,-0.38168186327876374,False
2025-01-20,2025-03-21,put,477.41,0.188,0.3462807460491176,False
2025-01-20,2025-03-21,call,501.28,0.1818,-1.1500024971516014,False
2025-01-20,2025-03-21,put,501.28,0.1818,0.16221519173631482,False
2025-01-20,2025-03-21,call,525.15,0.2013,1.2664898190613534,False
2025-01-20,2025-03-21,put,525.15,0.2013,0.7411310480427101,False
2025-01-21,2025-02-20,call,433.26,0.2102,-1.1710352858575612,False
2025-01-21,2025-02-20,put,433.26,0.2102,-1.1710352858575612,False
2025-01-21,2025-02-20,call,457.33,0.239,1.3345974208807512,False
2025-01-21,2025-02-20,put,457.33,0.239,1.3345974208807512,False
2025-01-21,2025-02-20,call,481.4,0.2351,0.9952929918432724,False
2025-01-21,2025-02-20,put,481.4,0.2351,0.9952929918432724,False
2025-01-21,2025-02-20,call,505.47,0.2205,-0.2749235886560114,False
2025-01-21,2025-02-20,put,505.47,0.2205,-0.2749235886560114,False
2025-01-21,2025-02-20,call,529.54,0.2135,-0.883931538210463,False
2025-01-21,2025-02-20,put,529.54,0.2135,-0.883931538210463,False
2025-01-21,2025-03-07,call,433.26,0.2618,-1.3717365852772372,False
2025-01-21,2025-03-07,put,433.26,0.2618,-1.3717365852772372,False
2025-01-21,2025-03-07,call,457.33,0.2861,1.2002695121175817,False
2025-01-21,2025-03-07,put,457.33,0.2861,1.2002695121175817,False
2025-01-21,2025-03-07,call,481.4,0.2843,1.0097505419401855,False
2025-01-21,2025-03-07,put,481.4,0.2843,1.0097505419401855,False
2025-01-21,2025-03-07,call,505.47,0.2671,-0.8107640619771308,False
2025-01-21,2025-03-07,put,505.47,0.2671,-0.8107640619771308,False
2025-01-21,2025-03-07,call,529.54,0.2745,-0.02751940680339945,False
2025-01-21,2025-03-07,put,529.54,0.2745,-0.02751940680339945,False
2025-01-21,2025-03-22,call,433.26,0.1806,-1.0228491257350625,False
2025-01-21,2025-03-22,put,433.26,0.1806,-1.0228491257350625,False
2025-01-21,2025-03-22,call,457.33,0.1877,0.7313124183999566,False
2025-01-21,2025-03-22,put,457.33,0.1877,0.7313124183999566,False
2025-01-21,2025-03-22,call,481.4,0.191,1.5466269389134162,False
2025-01-21,2025-03-22,put,481.4,0.191,1.5466269389134162,False
2025-01-21,2025-03-22,call,505.47,0.1836,-0.2816541070864617,False
2025-01-21,2025-03-22,put,505.47,0.1836,-0.2816541070864617,False
2025-01-21,2025-03-22,call,529.54,0.1808,-0.9734361244918279,False
2025-01-21,2025-03-22,put,529.54,0.1808,-0.9734361244918279,False
2025-01-22,2025-02-21,call,430.07,0.2205,-0.0689999145090765,False
2025-01-22,2025-02-21,put,430.07,0.2205,-0.0689999145090765,False
2025-01-22,2025-02-21,call,453.97,0.2326,1.3704810605940783,False
2025-01-22,2025-02-21,put,453.97,0.2326,1.3704810605940783,False
2025-01-22,2025-02-21,call,477.86,0.2099,-1.330032834847377,False
2025-01-22,2025-02-21,put,477.86,0.2099,-1.330032834847377,False
2025-01-22,2025-02-21,call,501.75,0.2281,0.835136896299516,False
2025-01-22,2025-02-21,put,501.75,0.2281,0.835136896299516,False
2025-01-22,2025-02-21,call,525.65,0.2143,-0.8065852075371406,False
2025-01-22,2025-02-21,put,525.65,0.2143,-0.8065852075371406,False
2025-01-22,2025-03-08,call,430.07,0.265,-0.11690767028691645,False
2025-01-22,2025-03-08,put,430.07,0.265,-0.11690767028691645,False
2025-01-22,2025-03-08,call,453.97,0.2586,-0.5676360376581632,False
2025-01-22,2025-03-08,put,453.97,0.2586,-0.5676360376581632,False
2025-01-22,2025-03-08,call,477.86,0.2481,-1.3071122653766136,False
2025-01-22,2025-03-08,put,477.86,0.2481,-1.3071122653766136,False
2025-01-22,2025-03-08,call,501.75,0.2907,1.6930484299382416,False
2025-01-22,2025-03-08,put,501.75,0.2907,1.6930484299382416,False
2025-01-22,2025-03-08,call,525.65,0.2709,0.2986075433834478,False
2025-01-22,2025-03-08,put,525.65,0.2709,0.2986075433834478,False
2025-01-22,2025-03-23,call,430.07,0.1862,-0.24645318616902365,False
2025-01-22,2025-03-23,put,430.07,0.1862,-0.24645318616902365,False
2025-01-22,2025-03-23,call,453.97,0.1827,-0.799393026932867,False
2025-01-22,2025-03-23,put,453.97,0.1827,-0.799393026932867,False
